WKT;CUSEC
MULTIPOLYGON (((-3.678318518388991 40.405709866906477,-3.678379225836751 40.405628438147147,-3.67906243132933 40.404718969506128,-3.67917003649953 40.404763397247926,-3.68011126083033 40.405154285337744,-3.680301649857509 40.405229758586131,-3.679672274280049 40.406183901196208,-3.679626225741779 40.406256257016999,-3.679442108627592 40.406180751224149,-3.678919890043878 40.405963084932566,-3.678435343786028 40.405758723241263,-3.678318518388991 40.405709866906477)));2807903008
MULTIPOLYGON (((-3.677546681249031 40.406745904404787,-3.67764952031584 40.406610189159856,-3.678068547140706 40.406049145206367,-3.678262184752624 40.405786769045939,-3.678318518388991 40.405709866906477,-3.678435343786028 40.405758723241263,-3.678919890043878 40.405963084932566,-3.679442108627592 40.406180751224149,-3.679626225741779 40.406256257016999,-3.679569642111546 40.406342180229409,-3.679071711676993 40.407110861868304,-3.679008971285116 40.407205825516733,-3.678838653079346 40.407522123947416,-3.678560106599484 40.407212955279689,-3.67822427890032 40.407034771400774,-3.677546681249031 40.406745904404787)));2807903009
MULTIPOLYGON (((-3.677558090304025 40.40740799845134,-3.675490703727357 40.407212867582238,-3.675279898697755 40.407196110550913,-3.675442882397992 40.407028478217846,-3.676051361419396 40.406299703879419,-3.676163328969673 40.406154895066329,-3.67627028415527 40.40620381220824,-3.677546681249031 40.406745904404787,-3.67822427890032 40.407034771400774,-3.678560106599484 40.407212955279689,-3.678838653079346 40.407522123947416,-3.67878159764296 40.407522458914777,-3.678421955141929 40.407470524317539,-3.677558090304025 40.40740799845134)));2807903010
MULTIPOLYGON (((-3.676163328969673 40.406154895066329,-3.676268842728124 40.406023647401106,-3.676933031297521 40.40523144747619,-3.676998220679769 40.405154493222298,-3.677100708991702 40.405203471796973,-3.678224613170586 40.40567432564697,-3.678318518388991 40.405709866906477,-3.678262184752624 40.405786769045939,-3.678068547140706 40.406049145206367,-3.67764952031584 40.406610189159856,-3.677546681249031 40.406745904404787,-3.67627028415527 40.40620381220824,-3.676163328969673 40.406154895066329)));2807903011
MULTIPOLYGON (((-3.676998220679769 40.405154493222298,-3.67780503605988 40.404194808655838,-3.677909043403257 40.404243755096523,-3.678955934590377 40.404674592812761,-3.67906243132933 40.404718969506128,-3.678379225836751 40.405628438147147,-3.678318518388991 40.405709866906477,-3.678224613170586 40.40567432564697,-3.677100708991702 40.405203471796973,-3.676998220679769 40.405154493222298)));2807903012
MULTIPOLYGON (((-3.67780503605988 40.404194808655838,-3.67848962040148 40.403380003327321,-3.678602048404372 40.403248712917339,-3.679475873323531 40.403712073542813,-3.679730559112779 40.403809638520443,-3.679634525848867 40.40396339776229,-3.67906243132933 40.404718969506128,-3.678955934590377 40.404674592812761,-3.677909043403257 40.404243755096523,-3.67780503605988 40.404194808655838)));2807903013
MULTIPOLYGON (((-3.676664062235164 40.40363391829117,-3.676561530045068 40.403584994522262,-3.676183690036897 40.403397986345922,-3.676240815575276 40.403330107645246,-3.676916323194296 40.402528832237294,-3.677016707027872 40.402406622929291,-3.677492093180431 40.402660603326858,-3.678032640131756 40.4029457503336,-3.678602048404372 40.403248712917339,-3.67848962040148 40.403380003327321,-3.67780503605988 40.404194808655838,-3.677698860560441 40.404145871225182,-3.676769921852496 40.403687359460683,-3.676664062235164 40.40363391829117)));2807903014
MULTIPOLYGON (((-3.675855058735298 40.404602612364059,-3.676664062235164 40.40363391829117,-3.676769921852496 40.403687359460683,-3.677698860560441 40.404145871225182,-3.67780503605988 40.404194808655838,-3.676998220679769 40.405154493222298,-3.676895281071498 40.405101036087281,-3.675938311759248 40.404642681827923,-3.675855058735298 40.404602612364059)));2807903015
MULTIPOLYGON (((-3.675027270887725 40.4056074466084,-3.675121163966274 40.405494276945817,-3.675855058735298 40.404602612364059,-3.675938311759248 40.404642681827923,-3.676895281071498 40.405101036087281,-3.676998220679769 40.405154493222298,-3.676933031297521 40.40523144747619,-3.676268842728124 40.406023647401106,-3.676163328969673 40.406154895066329,-3.676052441592584 40.406110488232834,-3.675539820062793 40.405856718763303,-3.675279288108323 40.405732128107111,-3.675213425476515 40.405696439536591,-3.675116103607514 40.405651988614821,-3.675027270887725 40.4056074466084)));2807903016
MULTIPOLYGON (((-3.673804381322599 40.407065047534061,-3.673989586349243 40.406843228834106,-3.674910455883265 40.405747782603903,-3.675027270887725 40.4056074466084,-3.675116103607514 40.405651988614821,-3.675213425476515 40.405696439536591,-3.675279288108323 40.405732128107111,-3.675539820062793 40.405856718763303,-3.676052441592584 40.406110488232834,-3.676163328969673 40.406154895066329,-3.676051361419396 40.406299703879419,-3.675442882397992 40.407028478217846,-3.675279898697755 40.407196110550913,-3.675033083519469 40.407184044485469,-3.673940756764815 40.407077781627564,-3.673804381322599 40.407065047534061)));2807903017
MULTIPOLYGON (((-3.672251715794509 40.406920909655405,-3.672399076343173 40.406739848913368,-3.673720991993269 40.405128545985562,-3.673822133866179 40.405006347679738,-3.673911370386463 40.405050888266807,-3.674485377140675 40.405335838690917,-3.674939170145324 40.405562905665725,-3.675027270887725 40.4056074466084,-3.674910455883265 40.405747782603903,-3.673989586349243 40.406843228834106,-3.673804381322599 40.407065047534061,-3.673569177822609 40.407043888092332,-3.672251715794509 40.406920909655405)));2807903018
MULTIPOLYGON (((-3.670203622792593 40.406658012075084,-3.670261395103115 40.406396413300634,-3.670383191807635 40.406197513081636,-3.670845897623167 40.405654269028169,-3.671026945254751 40.40545051979111,-3.671346356855447 40.405092827189478,-3.672045309687538 40.404313994789419,-3.672149917583319 40.404200746310522,-3.672388359087583 40.404293958810328,-3.673737401714675 40.404966304230534,-3.673822133866179 40.405006347679738,-3.673720991993269 40.405128545985562,-3.672399076343173 40.406739848913368,-3.672251715794509 40.406920909655405,-3.671156176828818 40.406823679739311,-3.671071762449801 40.406815110188766,-3.670910969635689 40.406793532353227,-3.670203622792593 40.406658012075084)));2807903019
MULTIPOLYGON (((-3.673822133866179 40.405006347679738,-3.673737401714675 40.404966304230534,-3.672388359087583 40.404293958810328,-3.672149917583319 40.404200746310522,-3.672294098318196 40.404037745682508,-3.672963198926947 40.403290612965108,-3.672992805443016 40.40326789544114,-3.673055507670782 40.403199963324205,-3.673271295062606 40.403311332144668,-3.674556257767546 40.403948026596886,-3.674662840959596 40.404001465474181,-3.674760930021658 40.404050434872495,-3.675054068286664 40.404197381587394,-3.675215395183177 40.404273014895232,-3.675748793933361 40.404544669100822,-3.675855058735298 40.404602612364059,-3.675121163966274 40.405494276945817,-3.675027270887725 40.4056074466084,-3.674939170145324 40.405562905665725,-3.674485377140675 40.405335838690917,-3.673911370386463 40.405050888266807,-3.673822133866179 40.405006347679738)));2807903020
MULTIPOLYGON (((-3.673055507670782 40.403199963324205,-3.673088238221372 40.403163759026754,-3.673615404442984 40.402588611100711,-3.673640913124658 40.402561417250148,-3.67390939487903 40.402267094794787,-3.673983453355569 40.402307183243835,-3.674116373291413 40.402378496283525,-3.674869526816372 40.402752480306454,-3.675216973662013 40.4029171377138,-3.675366880251478 40.402992836622808,-3.675471600702761 40.403046285645402,-3.675573724929967 40.403095230790861,-3.676183690036897 40.403397986345922,-3.676561530045068 40.403584994522262,-3.676664062235164 40.40363391829117,-3.675855058735298 40.404602612364059,-3.675748793933361 40.404544669100822,-3.675215395183177 40.404273014895232,-3.675054068286664 40.404197381587394,-3.674760930021658 40.404050434872495,-3.674662840959596 40.404001465474181,-3.674556257767546 40.403948026596886,-3.673271295062606 40.403311332144668,-3.673055507670782 40.403199963324205)));2807903021
MULTIPOLYGON (((-3.675471600702761 40.403046285645402,-3.676204694725455 40.402186137858514,-3.676354361779399 40.402054631814643,-3.677016707027872 40.402406622929291,-3.676916323194296 40.402528832237294,-3.676240815575276 40.403330107645246,-3.676183690036897 40.403397986345922,-3.675573724929967 40.403095230790861,-3.675471600702761 40.403046285645402)));2807903022
MULTIPOLYGON (((-3.67390939487903 40.402267094794787,-3.674183706479986 40.40196368449557,-3.674501673656793 40.401614996029721,-3.674714046922257 40.401379490387249,-3.67482401784903 40.401257227010184,-3.674905068475241 40.401297309204473,-3.675049764893183 40.401368534428329,-3.675218991148662 40.401457620862431,-3.675739453228926 40.401729409396026,-3.676354361779399 40.402054631814643,-3.676204694725455 40.402186137858514,-3.675471600702761 40.403046285645402,-3.675366880251478 40.402992836622808,-3.675216973662013 40.4029171377138,-3.674869526816372 40.402752480306454,-3.674116373291413 40.402378496283525,-3.673983453355569 40.402307183243835,-3.67390939487903 40.402267094794787)));2807903023
MULTIPOLYGON (((-3.671538486180876 40.399515053760652,-3.671642978410427 40.399397338731653,-3.672277679096692 40.398677422112044,-3.67271469172192 40.398188396416181,-3.672793912259541 40.398259982911547,-3.6736833870394 40.398723296887226,-3.673767401019521 40.398767862674568,-3.673367893637987 40.399252173849199,-3.673199389194997 40.399455854788847,-3.672995535306067 40.399691248679332,-3.67274078213917 40.399994565899611,-3.672649068548426 40.400103181374142,-3.671538486180876 40.399515053760652)));2807903024
MULTIPOLYGON (((-3.672277679096692 40.398677422112044,-3.672185532282372 40.398628397978079,-3.670736903922688 40.397853027401737,-3.670695485551999 40.397835221561152,-3.670654089769459 40.397817433592778,-3.670641861509921 40.397813004480327,-3.670596793280639 40.397799779269391,-3.670547672489656 40.397786536100462,-3.670523348832039 40.397782159099421,-3.670472124754494 40.397777950690568,-3.670446013665972 40.397778102092168,-3.670394056596501 40.397778402439741,-3.670370912362952 40.397783041164068,-3.670349936329264 40.39778768082742,-3.670330868993256 40.397792295007278,-3.670313616377387 40.397796913078402,-3.670280227524185 40.397810593227938,-3.670252415796956 40.397828781616994,-3.670182922096645 40.397878742480181,-3.670107273875158 40.397933239906273,-3.669328911098645 40.398352123566553,-3.669534137313828 40.398103182066158,-3.669948164014517 40.397596272663968,-3.670446243529577 40.396985292489738,-3.670479904966675 40.396926556285827,-3.670803333090574 40.396568841456485,-3.670939891245414 40.396414855097206,-3.671078265132246 40.396256412053106,-3.67139726696458 40.395934756661156,-3.671929837899313 40.395499203618371,-3.67194475608416 40.39548563032745,-3.672024306072489 40.395408596206742,-3.672340934570112 40.395145462383127,-3.672725771864547 40.39485495406965,-3.673107755037164 40.394609479485432,-3.673508776704183 40.394350388124217,-3.673650657686888 40.394804520469265,-3.673837464159951 40.395226859009171,-3.673880428740572 40.395402318208674,-3.674413285245408 40.397029851998077,-3.674767015374235 40.397496235318833,-3.674912214661018 40.397689103859534,-3.674660250463839 40.397830244749315,-3.674492044202514 40.397912278956284,-3.674074241539738 40.398410239986333,-3.673994536176844 40.398500758474114,-3.673767401019521 40.398767862674568,-3.6736833870394 40.398723296887226,-3.672793912259541 40.398259982911547,-3.67271469172192 40.398188396416181,-3.672277679096692 40.398677422112044)));2807903025
MULTIPOLYGON (((-3.668342402210531 40.399623628225328,-3.668400716821701 40.399524177754699,-3.668434970588947 40.399483444287895,-3.668954966844283 40.398818262462051,-3.669150636188319 40.398573899504427,-3.669328911098645 40.398352123566553,-3.670107273875158 40.397933239906273,-3.670182922096645 40.397878742480181,-3.670252415796956 40.397828781616994,-3.670280227524185 40.397810593227938,-3.670313616377387 40.397796913078402,-3.670330868993256 40.397792295007278,-3.670349936329264 40.39778768082742,-3.670370912362952 40.397783041164068,-3.670394056596501 40.397778402439741,-3.670446013665972 40.397778102092168,-3.670472124754494 40.397777950690568,-3.670523348832039 40.397782159099421,-3.670547672489656 40.397786536100462,-3.670596793280639 40.397799779269391,-3.670641861509921 40.397813004480327,-3.670654089769459 40.397817433592778,-3.670695485551999 40.397835221561152,-3.670736903922688 40.397853027401737,-3.672185532282372 40.398628397978079,-3.672277679096692 40.398677422112044,-3.671642978410427 40.399397338731653,-3.671538486180876 40.399515053760652,-3.671425254950484 40.399461646039889,-3.670204365492506 40.398815563526995,-3.670160812746379 40.398955470216812,-3.670049511927032 40.399316456818028,-3.670004384517537 40.399406827130768,-3.669622291721354 40.400129739828408,-3.669478140214093 40.400522482966778,-3.669435457759002 40.40059930274662,-3.669190621145387 40.400528649171818,-3.668575767756487 40.400392561672064,-3.668959339002366 40.399854282260868,-3.668839992185534 40.399814452539914,-3.668584539616359 40.399716791291901,-3.668487702708191 40.399681335585832,-3.668342402210531 40.399623628225328)));2807903026
MULTIPOLYGON (((-3.669435457759002 40.40059930274662,-3.669478140214093 40.400522482966778,-3.669622291721354 40.400129739828408,-3.670004384517537 40.399406827130768,-3.670049511927032 40.399316456818028,-3.670160812746379 40.398955470216812,-3.670204365492506 40.398815563526995,-3.671425254950484 40.399461646039889,-3.671348622601618 40.399570177425964,-3.670893008130692 40.400230527851846,-3.670436239026036 40.400886325430321,-3.670333283013656 40.400859852776748,-3.669913443160253 40.400749699543582,-3.669834274387993 40.400709602035505,-3.669513766293053 40.400625877479229,-3.669435457759002 40.40059930274662)));2807903027
MULTIPOLYGON (((-3.672748358956768 40.400159316765667,-3.670943721830374 40.402310616710807,-3.670942154130279 40.402309986163395,-3.670890590362612 40.402289122142761,-3.670121154651341 40.402050284948977,-3.670041169130838 40.402005710313638,-3.670059793607626 40.401951556941277,-3.670402512590803 40.400931579879277,-3.670410093990458 40.400922495313431,-3.670436239026036 40.400886325430321,-3.670893008130692 40.400230527851846,-3.671348622601618 40.399570177425964,-3.671425254950484 40.399461646039889,-3.671538486180876 40.399515053760652,-3.672649068548426 40.400103181374142,-3.672743478014075 40.400156714513422,-3.672748358956768 40.400159316765667)));2807903028
