season_end_year,player,min_playing,gls_per,ast_per,x_g_per,x_ag_per
2007,Aaron Hunt,1660,0.49,0.22,NA,NA
2007,Daniel Jensen,1492,0.24,0.18,NA,NA
2007,Ivan Klasnić,445,0.2,0.4,NA,NA
2007,Miroslav Klose,2686,0.44,0.34,NA,NA
2007,Per Mertesacker,2166,0.08,0,NA,NA
2007,Naldo,2874,0.19,0.06,NA,NA
2007,Peter Niemeyer,108,0,0,NA,NA
2007,Patrick Owomoyela,430,0,0.21,NA,NA
2007,Petri Pasanen,973,0,0,NA,NA
2007,Andreas Reinke,270,0,0,NA,NA
2007,Markus Rosenberg,572,1.26,0.16,NA,NA
2007,Kevin Schindler,6,0,0,NA,NA
2007,Christian Schulz,1005,0.18,0,NA,NA
2007,Jurica Vranješ,1259,0.29,0.21,NA,NA
2007,Tim Wiese,2790,0,0,NA,NA
2007,Pierre Womé,2337,0.08,0.08,NA,NA
2007,Mohamed Zidan,234,0.38,0,NA,NA
2007,Yossi Benayoun,2270,0.12,0.12,NA,NA
2007,Kepa Blanco,169,0.53,0,NA,NA
2007,Luís Boa Morte,1876,0.05,0.14,NA,NA
2007,Lee Bowyer,1436,0,0.06,NA,NA
2007,Roy Carroll,1080,0,0,NA,NA
2007,Carlton Cole,533,0.34,0.17,NA,NA
2007,James Collins,1361,0,0,NA,NA
2007,Christian Dailly,994,0,0,NA,NA
2007,Calum Davenport,529,0,0.17,NA,NA
2007,Matthew Etherington,2024,0,0.04,NA,NA
2007,Anton Ferdinand,2651,0,0.03,NA,NA
2007,Danny Gabbidon,1553,0,0,NA,NA
2007,Robert Green,2340,0,0,NA,NA
2007,Marlon Harewood,1755,0.15,0.05,NA,NA
2007,Paul Konchesky,1966,0,0.09,NA,NA
2007,George McCartney,1456,0,0.12,NA,NA
2007,Tyrone Mears,215,0,NA,NA,NA
2007,Hayden Mullins,2068,0.09,0,NA,NA
2007,Lucas Neill,2700,0,0.17,NA,NA
2007,Shaun Newton,101,0,NA,NA,NA
2007,Mark Noble,839,0.21,0,NA,NA
2007,John Paintsil,343,0,0,NA,NA
2007,Nigel Quashie,610,0,NA,NA,NA
2007,Nigel Reo-Coker,3088,0.03,0.03,NA,NA
2007,Teddy Sheringham,611,0.29,0,NA,NA
2007,Jonathan Spector,1782,0,0,NA,NA
2007,Carlos Tevez,1696,0.37,0.16,NA,NA
2007,Matthew Upson,39,0,NA,NA,NA
2007,Bobby Zamora,2164,0.46,0.12,NA,NA
2007,Julius Aghahowa,311,0,0,NA,NA
2007,Leighton Baines,3117,0.09,0.06,NA,NA
2007,Emmerson Boyce,3022,0,0.03,NA,NA
2007,Henri Camara,1617,0.33,0.06,NA,NA
2007,David Connolly,72,0,NA,NA,NA
2007,David Cotterill,626,0.14,0,NA,NA
2007,John Filan,900,0,0,NA,NA
2007,Caleb Folan,692,0.26,0,NA,NA
2007,Fitz Hall,1821,0,0,NA,NA
2007,Emile Heskey,2695,0.27,0.07,NA,NA
2007,Kristofer Hæstad,73,0,NA,NA,NA
2007,Matt Jackson,1530,0.06,0,NA,NA
2007,Andreas Johansson,446,0,0.2,NA,NA
2007,Graham Kavanagh,17,0,NA,NA,NA
2007,Kevin Kilbane,2497,0.04,0.22,NA,NA
2007,Chris Kirkland,2295,0,0.08,NA,NA
2007,Denny Landzaat,2520,0.07,0.04,NA,NA
2007,Lee McCulloch,2305,0.16,0.2,NA,NA
2007,Mike Pollitt,225,0,0,NA,NA
2007,Paul Scharner,2050,0.13,0.04,NA,NA
2007,Josip Skoko,2160,0,0.04,NA,NA
2007,Ryan Taylor,1110,0.08,0.08,NA,NA
2007,Gary Teale,534,0,NA,NA,NA
2007,Svetoslav Todorov,328,0.55,0,NA,NA
2007,David Unsworth,636,0.14,0.14,NA,NA
2007,Antonio Valencia,1380,0.07,0.07,NA,NA
2007,Andy Webster,273,0,NA,NA,NA
2007,David Wright,679,0,NA,NA,NA
2007,Arjan de Zeeuw,1765,0,0,NA,NA
2007,Alex,265,0,0,NA,NA
2007,Isaac Boakye,1283,0.28,0.07,NA,NA
2007,Juan Carlos Menseguez,1027,0.09,0.09,NA,NA
2007,Tommie van der Leegte,2807,0,0.03,NA,NA
2007,Mike Hanke,1499,0.48,0.06,NA,NA
2007,Kamani Hill,153,0,0,NA,NA
2007,Kevin Hofland,2669,0,0,NA,NA
2007,Rick Hoogendorp,365,0,0,NA,NA
2007,Marian Hristov,60,0,0,NA,NA
2007,Simon Jentzsch,3060,0,0,NA,NA
2007,Miroslav Karhan,537,0,0.17,NA,NA
2007,Diego Klimowicz,1802,0.3,0.15,NA,NA
2007,Jacek Krzynówek,2638,0.1,0.24,NA,NA
2007,Christopher Lamprecht,225,0.8,0,NA,NA
2007,Alexander Madlung,2465,0.15,0,NA,NA
2007,Cédric Makiadi,2219,0.12,0.12,NA,NA
2007,Uwe Möhrle,1890,0,0,NA,NA
2007,Marcelinho Paraíba,1457,0.25,0.43,NA,NA
2007,Facundo Quiroga,2258,0,0.04,NA,NA
2007,Jonathan Santana,1171,0,0,NA,NA
2007,Hans Sarpei,1285,0,0.07,NA,NA
2007,Michael Stegmayer,752,0,0,NA,NA
2007,Pablo Thiam,216,0,0,NA,NA
2007,Peter Van der Heyden,1495,0,0,NA,NA
2007,Pablo Aimar,2506,0.18,0.25,NA,NA
2007,Agustín Aranzábal,13,0,NA,NA,NA
2007,Albert Celades,1275,0.07,0,NA,NA
2007,Luis Cuartero,90,0,1,NA,NA
2007,Andrés D'Alessandro,2814,0.06,0.22,NA,NA
2007,Carlos Diogo,2655,0.14,0.03,NA,NA
2007,Ewerthon,1324,0.41,0.2,NA,NA
2007,Sergio García,2072,0.26,0.22,NA,NA
2007,Chus Herrero,723,0,0,NA,NA
2007,Juanfran,3010,0,0,NA,NA
2007,Ángel Lafita,695,0.13,0,NA,NA
2007,Antonio Longás,239,0,0.38,NA,NA
2007,José María Movilla,1365,0,0.13,NA,NA
2007,Diego Milito,3129,0.66,0.03,NA,NA
2007,Gabriel Milito,3081,0.03,0,NA,NA
2007,Gustavo Nery,59,0,0,NA,NA
2007,Óscar,1058,0.26,0.17,NA,NA
2007,Gerard Piqué,1568,0.11,0.06,NA,NA
2007,Leonardo Ponzio,685,0,0.13,NA,NA
2007,César Sánchez,3420,0,0,NA,NA
2007,Sergio,2471,0,0,NA,NA
2007,Alberto Zapater,3158,0,0.06,NA,NA
2008,Santiago Acasiete,1373,0.13,0,NA,NA
2008,Diego Alves,1957,0,0,NA,NA
2008,Bruno,2901,0,0.03,NA,NA
2008,José Cabrera,115,0,0,NA,NA
2008,Domingo Cisma,764,0,0,NA,NA
2008,David Cobeño,1463,0,0,NA,NA
2008,Corona,1942,0.05,0.19,NA,NA
2008,Albert Crusat,2687,0.1,0.1,NA,NA
2008,Carlos García,3150,0,0,NA,NA
2008,Iriney,286,0,0,NA,NA
2008,Juanito,2229,0.04,0,NA,NA
2008,Mané,3144,0.06,0.11,NA,NA
2008,Juan Manuel Ortiz,2498,0.11,0.04,NA,NA
2008,Felipe Melo,2590,0.24,0,NA,NA
2008,Natalio,424,0,0,NA,NA
2008,Álvaro Negredo,2843,0.38,0.09,NA,NA
2008,José Ortiz Bernal,624,0,0.14,NA,NA
2008,Veljko Paunović,202,0.89,0,NA,NA
2008,Rubén Pulido,2147,0.13,0,NA,NA
2008,López Rekarte,584,0,0,NA,NA
2008,Guilherme Santos,34,0,0,NA,NA
2008,Fernando Soriano,2209,0.08,0.04,NA,NA
2008,Kalu Uche,1091,0.25,0.08,NA,NA
2008,Jörg Böhme,1370,0,0.26,NA,NA
2008,Markus Bollmann,1442,0.12,0,NA,NA
2008,Christian Eigler,1989,0.27,0.09,NA,NA
2008,Rowen Fernández,1236,0,0,NA,NA
2008,Nils Fischer,3,0,0,NA,NA
2008,Petr Gabriel,864,0,0,NA,NA
2008,Mathias Hain,1755,0,0,NA,NA
2008,Daniel Halfar,880,0,0.1,NA,NA
2008,Dirk Heinen,69,0,0,NA,NA
2008,Leonidas Kampantais,194,0.46,0,NA,NA
2008,Jonas Kamper,1374,0.2,0.2,NA,NA
2008,Rüdiger Kauf,2564,0.04,0,NA,NA
2008,Oliver Kirch,2029,0.13,0,NA,NA
2008,David Kobylík,20,0,0,NA,NA
2008,Bernd Korzynietz,1000,0,0,NA,NA
2008,Radim Kučera,2790,0.03,0,NA,NA
2008,Matthias Langkamp,1080,0,0,NA,NA
2008,Thorben Marx,1856,0.05,0.15,NA,NA
2008,Ioannis Masmanidis,478,0.19,0,NA,NA
2008,Andre Mijatović,2065,0.13,0,NA,NA
2008,Siyabonga Nkosi,408,0,0,NA,NA
2008,Tobias Rau,673,0,0,NA,NA
2008,Markus Schuler,2517,0,0,NA,NA
2008,Robert Tesche,1036,0.09,0,NA,NA
2008,Thilo Versick,33,0,0,NA,NA
2008,Artur Wichniarek,2755,0.33,0.1,NA,NA
2008,Sibusiso Zuma,1174,0.08,0.08,NA,NA
2008,Emmanuel Adebayor,2926,0.74,0.12,NA,NA
2008,Manuel Almunia,2610,0,0.03,NA,NA
2008,Nicklas Bendtner,947,0.48,0.29,NA,NA
2008,Gaël Clichy,3330,0,0.14,NA,NA
2008,Denílson,550,0,0.16,NA,NA
2008,Abou Diaby,715,0.13,0.13,NA,NA
2008,Lassana Diarra,369,0,0,NA,NA
2008,Johan Djourou,103,0,0,NA,NA
2008,Emmanuel Eboué,1650,0,0.11,NA,NA
2008,Łukasz Fabiański,248,0,0,NA,NA
2008,Cesc Fàbregas,2857,0.22,0.54,NA,NA
2008,Mathieu Flamini,2660,0.1,0.07,NA,NA
2008,William Gallas,2723,0.13,0,NA,NA
2008,Alexander Hleb,2425,0.07,0.22,NA,NA
2008,Justin Hoyte,155,0,0,NA,NA
2008,Jens Lehmann,562,0,0,NA,NA
2008,Robin van Persie,1071,0.59,0.17,NA,NA
2008,Mark Randall,10,0,0,NA,NA
2008,Tomáš Rosický,1334,0.4,0.13,NA,NA
2008,Bacary Sagna,2458,0.04,0.15,NA,NA
2008,Philippe Senderos,1247,0.14,0,NA,NA
2008,Eduardo da Silva,961,0.37,0.28,NA,NA
2008,Gilberto Silva,1196,0.08,0.15,NA,NA
2008,Alex Song,470,0,0,NA,NA
2008,Kolo Touré,2565,0.07,0.07,NA,NA
2008,Armand Traoré,102,0,0.88,NA,NA
2008,Theo Walcott,1260,0.29,0.21,NA,NA
2008,Gabby Agbonlahor,3278,0.3,0.11,NA,NA
2008,Gareth Barry,3319,0.24,0.27,NA,NA
2008,Patrik Berger,177,0,0.51,NA,NA
2008,Wilfred Bouma,3261,0.03,0.03,NA,NA
2008,Gary Cahill,45,0,0,NA,NA
2008,John Carew,2545,0.46,0.04,NA,NA
2008,Scott Carson,3126,0,0.06,NA,NA
2008,Curtis Davies,813,0.11,0,NA,NA
2008,Craig Gardner,1331,0.2,0,NA,NA
2008,Marlon Harewood,521,0.86,0,NA,NA
2008,Zat Knight,2191,0.04,0.04,NA,NA
2008,Martin Laursen,3368,0.16,0.05,NA,NA
2008,Shaun Maloney,995,0.36,0.09,NA,NA
2008,Olof Mellberg,2963,0.06,0.03,NA,NA
2008,Luke Moore,842,0.11,0,NA,NA
2008,Isaiah Osbourne,168,0,0,NA,NA
2008,Stiliyan Petrov,1843,0.05,0.05,NA,NA
2008,Nigel Reo-Coker,3103,0,0.09,NA,NA
2008,Wayne Routledge,5,0,0,NA,NA
2008,Moustapha Salifou,46,0,0,NA,NA
2008,Stuart Taylor,294,0,0,NA,NA
2008,Ashley Young,3286,0.22,0.38,NA,NA
2008,Adriano,52,0,0,NA,NA
2008,Manuel Belleri,1338,0,0.07,NA,NA
2008,Gianpaolo Bellini,2039,0.09,0.09,NA,NA
2008,Antonino Bernardini,244,0,0,NA,NA
2008,Giacomo Bonaventura,13,0,0,NA,NA
2008,Daniele Capelli,1832,0.1,0,NA,NA
2008,Moris Carrozzieri,1719,0.1,0,NA,NA
2008,Ferdinando Coppola,3420,0,0,NA,NA
2008,Costinha,53,0,0,NA,NA
2008,Diego De Ascentis,2040,0,0,NA,NA
2008,Marino Defendi,163,0,0,NA,NA
2008,Cristiano Doni,2540,0.43,0.18,NA,NA
2008,Riccardo Fissore,129,0,0,NA,NA
2008,Sergio Floccari,2586,0.28,0.21,NA,NA
2008,Tiberio Guarente,1979,0,0.18,NA,NA
2008,Simone Inzaghi,438,0,0.21,NA,NA
2008,Antonio Langella,1560,0.46,0.12,NA,NA
2008,Thomas Manfredini,1332,0,0,NA,NA
2008,Michele Marconi,96,0.94,0,NA,NA
2008,Zlatan Muslimović,400,0.45,0,NA,NA
2008,Simone Padoin,1610,0.17,0,NA,NA
2008,Michele Paolucci,249,0,0,NA,NA
2008,Maximiliano Pellegrino,1974,0.05,0,NA,NA
2008,Ferreira Pinto,3043,0.12,0.06,NA,NA
2008,Claudio Rivalta,2593,0.03,0,NA,NA
2008,Leonardo Talamonti,655,0,0,NA,NA
2008,Fernando Tissone,2591,0.1,0.17,NA,NA
2008,Riccardo Zampagna,827,0.33,0,NA,NA
2008,Aritz Aduriz,1942,0.32,0.19,NA,NA
2008,Fernando Amorebieta,2990,0,0.03,NA,NA
2008,Daniel Aranzubia,859,0,0,NA,NA
2008,Armando,1422,0,0,NA,NA
2008,Urko Arroyo,44,0,NA,NA,NA
2008,David Cuéllar,212,0,0,NA,NA
2008,Asier del Horno,1160,0,0.08,NA,NA
2008,Joseba Etxeberria,1525,0.24,0.12,NA,NA
2008,Unai Expósito,200,0,0,NA,NA
2008,Igor Gabilondo,1718,0.21,0.1,NA,NA
2008,Joseba Garmendia,767,0.12,0.12,NA,NA
2008,Carlos Gurpegui,450,0,0,NA,NA
2008,Gorka Iraizoz,1121,0,0,NA,NA
2008,Andoni Iraola,3145,0.03,0,NA,NA
2008,Koikili Lertxundi,2204,0.04,0,NA,NA
2008,Fernando Llorente,2303,0.43,0.12,NA,NA
2008,David López,1953,0.09,0.09,NA,NA
2008,Javi Martínez,2763,0.03,0.03,NA,NA
2008,Iñaki Muñoz,502,0,0,NA,NA
2008,Ander Murillo,134,0,0,NA,NA
2008,Aitor Ocio,2316,0,0,NA,NA
2008,Pablo Orbaiz,1726,0,0,NA,NA
2008,Luis Prieto Zalbidegoitia,95,0,0,NA,NA
2008,Aitor Ramos,223,0,0,NA,NA
2008,Markel Susaeta,1990,0.18,0.05,NA,NA
2008,Tiko,121,0,0,NA,NA
2008,Ustaritz,1283,0,0,NA,NA
2008,Ion Vélez,315,0,0,NA,NA
2008,Francisco Yeste,1736,0.16,0,NA,NA
2008,Iban Zubiaurre,90,0,0,NA,NA
2008,Christian Abbiati,1804,0,0,NA,NA
2008,Sergio Agüero,2933,0.61,0.18,NA,NA
2008,Luis Amaranto Perea,2605,0,0,NA,NA
2008,José Antonio Reyes,1146,0,0.16,NA,NA
2008,Ignacio Camacho,737,0.24,0,NA,NA
2008,Zé Castro,552,0,0,NA,NA
2008,Fabiano Eller,1282,0,0,NA,NA
2008,Diego Forlán,2996,0.48,0.03,NA,NA
2008,Leo Franco,1616,0,0,NA,NA
2008,Luis García,1270,0.14,0.21,NA,NA
2008,Raúl García,2899,0.09,0.06,NA,NA
2008,Pablo Ibáñez,3060,0.03,0,NA,NA
2008,Miguel de las Cuevas,265,0,0,NA,NA
2008,Antonio López,2102,0.04,0.13,NA,NA
2008,Maniche,1335,0.13,0.07,NA,NA
2008,José Manuel Jurado,427,0.42,0,NA,NA
2008,Mista,177,0,0,NA,NA
2008,Thiago Motta,311,0,0,NA,NA
2008,Mariano Pernía,2382,0.04,0.04,NA,NA
2008,Maxi Rodríguez,2859,0.25,0.19,NA,NA
2008,Simão Sabrosa,1870,0.34,0.19,NA,NA
2008,Cléber Santana,1149,0,0,NA,NA
2008,Giourkas Seitaridis,1112,0,0.08,NA,NA
2008,Juan Valera Espín,452,0,0,NA,NA
2008,Joshua Zapata,17,0,NA,NA,NA
2008,Marcos Antônio,622,0,0,NA,NA
2008,Issa Ba,49,0,0,NA,NA
2008,Kamel Chafni,2544,0.07,0.07,NA,NA
2008,Ludovic Genest,51,0,0,NA,NA
2008,Stéphane Grichting,2402,0,0,NA,NA
2008,Maxime Jasse,8,0,0,NA,NA
2008,Jean-Sébastien Jaurès,2983,0.03,0,NA,NA
2008,Ireneusz Jeleń,1568,0.29,0.06,NA,NA
2008,Thomas Kahlenberg,2176,0.08,0.17,NA,NA
2008,Kevin Lejeune,2865,0.09,0.13,NA,NA
2008,Jean-Michel Lesage,282,0,0,NA,NA
2008,Toifilou Maoulida,880,0.1,0.1,NA,NA
2008,Baptiste Martin,378,0,0,NA,NA
2008,Jean-Pascal Mignot,2208,0.04,0.04,NA,NA
2008,Vlad Munteanu,324,0,0,NA,NA
2008,Daniel Niculae,2714,0.36,0.07,NA,NA
2008,Dennis Oliech,1680,0.16,0.11,NA,NA
2008,Benoît Pedretti,3281,0.03,0.03,NA,NA
2008,Robert Popov,350,0,0,NA,NA
2008,Julien Quercia,451,0,0,NA,NA
2008,Rémy Riou,1710,0,0,NA,NA
2008,Olivier Sorin,1710,0,0,NA,NA
2008,Gabriel Tamaș,2097,0,0.04,NA,NA
2008,Frédéric Thomas,2050,0.04,0,NA,NA
2008,Alain Traoré,3,0,0,NA,NA
2008,Sammy Traoré,2212,0.04,0,NA,NA
2008,Éric Abidal,2523,0,0,NA,NA
2008,Deco,1221,0.07,0.37,NA,NA
2008,Giovani dos Santos,1257,0.21,0.21,NA,NA
2008,Edmílson,449,0,0,NA,NA
2008,Samuel Eto'o,1494,0.96,0.18,NA,NA
2008,Santiago Ezquerro,111,0,0,NA,NA
2008,Fali,21,0,0,NA,NA
2008,Eiður Guðjohnsen,990,0.18,0.09,NA,NA
2008,Thierry Henry,2337,0.46,0.27,NA,NA
2008,Andrés Iniesta,2616,0.1,0.07,NA,NA
2008,Bojan Krkić,1453,0.62,0.19,NA,NA
2008,José Manuel Pinto,270,0,0,NA,NA
2008,José Manuel Rueda,17,0,NA,NA,NA
2008,Rafael Márquez,1529,0.12,0,NA,NA
2008,Lionel Messi,1973,0.46,0.55,NA,NA
2008,Gabriel Milito,2221,0.04,0,NA,NA
2008,Pedro,19,0,0,NA,NA
2008,Oleguer Presas,738,0,0,NA,NA
2008,Carles Puyol,2513,0,0,NA,NA
2008,Ronaldinho,1168,0.62,0.15,NA,NA
2008,Víctor Sánchez,2,0,NA,NA,NA
2008,Sylvinho,969,0,0,NA,NA
2008,Lilian Thuram,1423,0,0,NA,NA
2008,Yaya Touré,2085,0.04,0,NA,NA
2008,Víctor Valdés,3150,0,0,NA,NA
2008,Víctor Vázquez,14,0,0,NA,NA
2008,Xavi,2907,0.22,0.15,NA,NA
2008,Gianluca Zambrotta,2108,0,0,NA,NA
2008,Hamit Altıntop,1638,0.16,0.11,NA,NA
2008,Mark van Bommel,2152,0.08,0.17,NA,NA
2008,Breno Borges,18,0,0,NA,NA
2008,Martín Demichelis,2514,0.04,0,NA,NA
2008,Marcell Jansen,1431,0,0.06,NA,NA
2008,Oliver Kahn,2292,0,0,NA,NA
2008,Miroslav Klose,1995,0.45,0.36,NA,NA
2008,Toni Kroos,361,0,0,NA,NA
2008,Philipp Lahm,1858,0,0.1,NA,NA
2008,Christian Lell,2297,0.04,0.04,NA,NA
2008,Lúcio,2140,0.04,0,NA,NA
2008,Andreas Ottl,807,0.33,0,NA,NA
2008,Lukas Podolski,960,0.47,0.19,NA,NA
2008,Michael Rensing,768,0,0,NA,NA
2008,Franck Ribéry,2197,0.45,0.33,NA,NA
2008,Zé Roberto,2459,0.18,0.15,NA,NA
2008,Willy Sagnol,629,0,0.14,NA,NA
2008,Jan Schlaudraff,157,0,0,NA,NA
2008,Bastian Schweinsteiger,1849,0.05,0.34,NA,NA
2008,José Sosa,736,0,0,NA,NA
2008,Luca Toni,2632,0.82,0.17,NA,NA
2008,Daniel Van Buyten,1620,0.06,0,NA,NA
2008,Sandro Wagner,67,0,0,NA,NA
2008,Damià Abella,2230,0,0,NA,NA
2008,Arzu,2131,0.04,0.04,NA,NA
2008,Marko Babić,474,0,0,NA,NA
2008,Capi,2067,0.09,0,NA,NA
2008,Casto,810,0,0,NA,NA
2008,Toni Doblas,90,0,0,NA,NA
2008,Edu,2488,0.43,0.11,NA,NA
2008,Fernando,369,0.24,0.24,NA,NA
2008,Mark González,1470,0.37,0.12,NA,NA
2008,Branko Ilić,1514,0,0.06,NA,NA
2008,Juande,1545,0.06,0,NA,NA
2008,Juanito,2930,0.03,0,NA,NA
2008,Lima,509,0,0,NA,NA
2008,José Mari,593,0,0,NA,NA
2008,Melli,2081,0,0,NA,NA
2008,Nano,401,0.45,0,NA,NA
2008,David Odonkor,978,0.09,0,NA,NA
2008,Álex Ortiz,90,0,0,NA,NA
2008,Juan Pablo Caffa,970,0,0.46,NA,NA
2008,Mariano Pavone,2114,0.34,0.13,NA,NA
2008,Ricardo,2520,0,0,NA,NA
2008,David Rivas,757,0,0,NA,NA
2008,Alberto Rivera,1874,0.05,0.05,NA,NA
2008,Rafael Sóbis,1544,0.23,0.06,NA,NA
2008,Leandro Somoza,965,0,0.09,NA,NA
2008,Toni,63,0,0,NA,NA
2008,Fernando Vega,2622,0,0,NA,NA
2008,Xisco,1052,0.26,0.34,NA,NA
2008,Alejandro Zamora,90,0,0,NA,NA
2008,Neil Danns,23,0,0,NA,NA
2008,Johan Djourou,1155,0,0,NA,NA
2008,Colin Doyle,270,0,0,NA,NA
2008,Mikael Forssell,1681,0.48,0.16,NA,NA
2008,Radhi Jaïdi,1620,0,0,NA,NA
2008,Cameron Jerome,1991,0.32,0.05,NA,NA
2008,Damien Johnson,1414,0,0,NA,NA
2008,Olivier Kapo,2018,0.22,0,NA,NA
2008,Stephen Kelly,3420,0,0,NA,NA
2008,Richard Kingson,90,0,0,NA,NA
2008,Seb Larsson,2665,0.2,0.17,NA,NA
2008,James McFadden,922,0.39,0.29,NA,NA
2008,Gary McSheffrey,2045,0.13,0.13,NA,NA
2008,Fabrice Muamba,3196,0.06,0.03,NA,NA
2008,David Murphy,1260,0.07,0.14,NA,NA
2008,Mehdi Nafti,1765,0,0.05,NA,NA
2008,Garry O'Connor,785,0.23,0,NA,NA
2008,Borja Oubiña,16,0,0,NA,NA
2008,Wilson Palacios,339,0,0,NA,NA
2008,Stuart Parnaby,644,0,0,NA,NA
2008,Franck Queudrue,1216,0,0.07,NA,NA
2008,Daniël de Ridder,578,0,0.16,NA,NA
2008,Liam Ridgewell,3091,0.03,0.09,NA,NA
2008,Mat Sadler,242,0,0,NA,NA
2008,Rafael Schmitz,1075,0,0.08,NA,NA
2008,Maik Taylor,3060,0,0,NA,NA
2008,Martin Taylor,254,0,0,NA,NA
2008,Mauro Zárate,612,0.59,0.15,NA,NA
2008,David Bentley,3320,0.16,0.22,NA,NA
2008,Bruno Berner,180,0,0,NA,NA
2008,Matt Derbyshire,621,0.43,0.14,NA,NA
2008,David Dunn,1949,0.05,0.14,NA,NA
2008,Brett Emerton,2753,0.03,0.03,NA,NA
2008,Brad Friedel,3420,0,0,NA,NA
2008,Morten Gamst Pedersen,2871,0.13,0.03,NA,NA
2008,Tugay Kerimoğlu,1124,0.16,0,NA,NA
2008,Zurab Khizanishvili,955,0,0,NA,NA
2008,Benni McCarthy,1680,0.43,0,NA,NA
2008,Aaron Mokoena,765,0,0.12,NA,NA
2008,Ryan Nelsen,1936,0,0,NA,NA
2008,Martin Olsson,19,0,0,NA,NA
2008,André Ooijer,2026,0,0,NA,NA
2008,Steven Reid,1867,0,0,NA,NA
2008,Maceo Rigters,16,0,0,NA,NA
2008,Jason Roberts,1264,0.21,0.36,NA,NA
2008,Christopher Samba,2891,0.06,0,NA,NA
2008,Roque Santa Cruz,3185,0.54,0.14,NA,NA
2008,Robbie Savage,808,0,0,NA,NA
2008,Johann Vogel,462,0,0,NA,NA
2008,Stephen Warnock,3283,0.03,0.08,NA,NA
2008,Benjamin Auer,1192,0.38,0,NA,NA
2008,Mimoun Azaouagh,897,0.3,0.5,NA,NA
2008,Tommy Bechmann,954,0.47,0,NA,NA
2008,Philipp Bönig,2144,0,0,NA,NA
2008,Oleksiy Byelik,96,0,0,NA,NA
2008,Matias Concha,1506,0,0.06,NA,NA
2008,Christoph Dabrowski,2353,0.19,0.11,NA,NA
2008,Pavel Drsek,252,0,0,NA,NA
2008,Joël Epalle,1795,0.05,0.25,NA,NA
2008,Danny Fuchs,943,0.1,0.1,NA,NA
2008,Dennis Grote,711,0.13,0,NA,NA
2008,Ivo Iličević,273,0,0.33,NA,NA
2008,Daniel Imhof,1773,0.1,0,NA,NA
2008,Jan Laštůvka,2228,0,0,NA,NA
2008,Marcel Maltritz,2750,0.07,0,NA,NA
2008,Mërgim Mavraj,112,0.8,0,NA,NA
2008,Martin Meichelbeck,308,0,0,NA,NA
2008,Marcin Mięciel,1239,0.29,0.15,NA,NA
2008,Shinji Ono,597,0,0.15,NA,NA
2008,Marc Pfertzel,2374,0,0,NA,NA
2008,René Renno,832,0,0,NA,NA
2008,Oliver Schröder,744,0,0,NA,NA
2008,Stanislav Šesták,2860,0.41,0.16,NA,NA
2008,Antar Yahia,2842,0.06,0,NA,NA
2008,Tomasz Zdebel,1849,0.05,0.05,NA,NA
2008,Mikel Alonso,360,0,0,NA,NA
2008,Nicolas Anelka,1608,0.56,0.17,NA,NA
2008,Daniel Braaten,150,0.6,0,NA,NA
2008,Gary Cahill,1148,0,0,NA,NA
2008,Iván Campo,2059,0.04,0.04,NA,NA
2008,Gérald Cid,509,0,0,NA,NA
2008,Tamir Cohen,297,0.3,0,NA,NA
2008,Kevin Davies,2640,0.1,0.14,NA,NA
2008,Abdoulaye Faye,90,0,0,NA,NA
2008,Ricardo Gardner,2223,0,0.04,NA,NA
2008,Stelios Giannakopoulos,301,0.6,0,NA,NA
2008,Danny Guthrie,1900,0,0,NA,NA
2008,Ali Al-Habsi,900,0,0,NA,NA
2008,El Hadji Diouf,2637,0.14,0.2,NA,NA
2008,Heiðar Helguson,273,0.66,0,NA,NA
2008,Nicky Hunt,1096,0,0,NA,NA
2008,Jussi Jääskeläinen,2520,0,0.04,NA,NA
2008,Gavin McCann,2020,0.04,0,NA,NA
2008,Abdoulaye Méïté,1800,0,0,NA,NA
2008,Ľubomír Michalík,496,0,0.18,NA,NA
2008,Kevin Nolan,2765,0.16,0.1,NA,NA
2008,Andy O'Brien,2821,0,0.03,NA,NA
2008,Joey O'Brien,1321,0,0.07,NA,NA
2008,Grzegorz Rasiak,284,0,0,NA,NA
2008,Jlloyd Samuel,1312,0,0,NA,NA
2008,Gary Speed,968,0.09,0,NA,NA
2008,Grétar Steinsson,1391,0,0.06,NA,NA
2008,Matthew Taylor,1366,0.2,0.13,NA,NA
2008,Andranik Teymourian,79,0,0,NA,NA
2008,Ricardo Vaz Tê,45,0,0,NA,NA
2008,Christian Wilhelmsson,241,0,0,NA,NA
2008,Alejandro Alonso,2086,0,0.22,NA,NA
2008,David Bellion,2452,0.44,0.07,NA,NA
2008,Fernando Cavenaghi,1394,0.97,0,NA,NA
2008,Matthieu Chalmé,2874,0,0.03,NA,NA
2008,Marouane Chamakh,1751,0.21,0.26,NA,NA
2008,Alou Diarra,3168,0.11,0.09,NA,NA
2008,Souleymane Diawara,2520,0,0,NA,NA
2008,Pierre Ducasse,365,0.25,0,NA,NA
2008,Fernando Menegazzo,2468,0.11,0.11,NA,NA
2008,Wendel Geraldo,3078,0.32,0.2,NA,NA
2008,Henrique,1530,0.12,0,NA,NA
2008,David Jemmali,567,0,0,NA,NA
2008,Franck Jurietti,2650,0,0,NA,NA
2008,Jussiê,1348,0.27,0.07,NA,NA
2008,Florian Marange,489,0,0,NA,NA
2008,Johan Micoud,1867,0.24,0.14,NA,NA
