season_end_year,player,min_playing,gls_per,ast_per,x_g_per,x_ag_per
2021,Marcel Hartel,1681,0,0,0.07,0.07
2021,Fabian Klos,2709,0.17,0.07,0.26,0.16
2021,Fabian Kunze,1270,0,0,0.02,0.04
2021,Anderson Lucoqui,1604,0,0,0.01,0.01
2021,Arne Maier,1034,0,0,0.05,0.11
2021,Nathan de Medina,639,0,0.14,0,0.07
2021,Sebastian Müller,4,0,0,0,0
2021,Joakim Nilsson,2162,0,0,0.04,0.01
2021,Masaya Okugawa,914,0.1,0,0.11,0.06
2021,Stefan Ortega,3060,0,0.03,0,0.02
2021,Amos Pieper,2682,0.03,0.03,0.04,0.02
2021,Manuel Prietl,2517,0.04,0.04,0.03,0.06
2021,Sven Schipplock,744,0.12,0,0.18,0.07
2021,Nils Seufert,343,0,0.26,0.01,0.09
2021,Jóan Símun Edmundsson,58,1.55,0,0.66,0
2021,Cebio Soukou,458,0.2,0,0.13,0.04
2021,Michel Vlap,371,0.24,0.24,0.13,0.15
2021,Andreas Voglsammer,1000,0.18,0.18,0.35,0.17
2021,Reinhold Yabo,647,0.14,0,0.07,0.02
2021,Rúnar Alex Rúnarsson,16,0,0,0,0
2021,Pierre-Emerick Aubameyang,2332,0.39,0.12,0.39,0.09
2021,Héctor Bellerín,2089,0.04,0.09,0.03,0.1
2021,Dani Ceballos,1615,0,0.17,0.04,0.15
2021,Calum Chambers,753,0,0.24,0.05,0.13
2021,Gabriel Dos Santos,1996,0.09,0,0.06,0
2021,Mohamed Elneny,1544,0.06,0,0.02,0.01
2021,Rob Holding,2558,0,0.04,0.04,0.01
2021,Sead Kolašinac,90,0,0,0,0
2021,Alexandre Lacazette,1923,0.61,0.09,0.55,0.1
2021,Bernd Leno,3131,0,0,0,0
2021,David Luiz,1396,0.06,0,0.06,0.03
2021,Ainsley Maitland-Niles,490,0,0,0.01,0.02
2021,Pablo Marí,900,0,0,0.01,0.03
2021,Martinelli,589,0.31,0.15,0.5,0.27
2021,Shkodran Mustafi,47,0,0,0,0
2021,Reiss Nelson,71,0,0,0.08,0
2021,Eddie Nketiah,423,0.43,0.21,0.38,0.14
2021,Thomas Partey,1534,0,0.12,0.08,0.06
2021,Nicolas Pépé,1616,0.56,0.06,0.32,0.05
2021,Mathew Ryan,270,0,0,0,0.02
2021,Bukayo Saka,2553,0.18,0.11,0.24,0.16
2021,Emile Smith Rowe,1440,0.12,0.25,0.11,0.21
2021,Cédric Soares,746,0,0.12,0.03,0.11
2021,Kieran Tierney,2299,0.04,0.12,0.02,0.14
2021,Willian,1406,0.06,0.32,0.12,0.19
2021,Joe Willock,238,0,0,0.1,0.02
2021,Granit Xhaka,2522,0.04,0.07,0.03,0.05
2021,Martin Ødegaard,866,0.1,0.21,0.08,0.21
2021,Ross Barkley,1531,0.18,0.06,0.18,0.24
2021,Matty Cash,2372,0,0.08,0.01,0.07
2021,Carney Chukwuemeka,20,0,0,0.17,0
2021,Keinan Davis,277,0.32,0.32,0.47,0.19
2021,Ahmed Elmohamady,839,0,0,0.05,0.11
2021,Anwar El Ghazi,1613,0.56,0,0.47,0.1
2021,Jack Grealish,2185,0.25,0.41,0.19,0.3
2021,Kortney Hause,630,0.14,0,0.15,0
2021,Conor Hourihane,225,0.4,0.4,0.26,0.25
2021,Ezri Konsa,3196,0.06,0,0.07,0
2021,Douglas Luiz,2781,0,0.06,0.04,0.05
2021,Emiliano Martínez,3420,0,0,0,0
2021,John McGinn,3330,0.08,0.14,0.07,0.1
2021,Tyrone Mings,3194,0.06,0.06,0.05,0.01
2021,Wesley Moraes,18,0,0,0.23,0
2021,Marvelous Nakamba,749,0,0,0.01,0.01
2021,Jaden Philogene Bidace,1,0,0,0,0
2021,Jacob Ramsey,626,0,0,0.07,0.04
2021,Morgan Sanson,294,0,0,0.01,0.04
2021,Matt Targett,3404,0,0.05,0.01,0.07
2021,Neil Taylor,16,0,0,0,0
2021,Bertrand Traoré,2317,0.27,0.23,0.26,0.17
2021,Trézéguet,1166,0.15,0.08,0.29,0.16
2021,Ollie Watkins,3328,0.38,0.14,0.39,0.14
2021,Davide Angelo Ghislandi,5,0,0,0,0
2021,Mattia Caldara,111,0,0,0.22,0
2021,Fabio Depaoli,191,0,0,0,0.07
2021,Amad Diallo,14,0,0,0.19,0.33
2021,Berat Djimsiti,2625,0,0.1,0.06,0.08
2021,Remo Freuler,2712,0.07,0.1,0.06,0.11
2021,Pierluigi Gollini,2156,0,0,0,0
2021,Papu Gómez,666,0.54,0.27,0.34,0.2
2021,Robin Gosens,2523,0.39,0.21,0.3,0.13
2021,Manu Gyabuaa,2,0,0,0,0
2021,Hans Hateboer,1762,0.1,0.05,0.16,0.09
2021,Josip Iličić,1526,0.35,0.53,0.29,0.6
2021,Viktor Kovalenko,4,0,0,0,0
2021,Sam Lammers,291,0.62,0,0.4,0.12
2021,José Luis Palomino,2428,0.04,0.07,0.01,0.03
2021,Ruslan Malinovskyi,1876,0.38,0.58,0.27,0.49
2021,Aleksei Miranchuk,675,0.53,0.27,0.16,0.22
2021,Johan Mojica,299,0,0,0.04,0.12
2021,Luis Muriel,1436,1.38,0.44,0.97,0.28
2021,Joakim Mæhle,1216,0,0.15,0.12,0.11
2021,Mario Pašalić,1122,0.48,0.16,0.35,0.2
2021,Matteo Pessina,1645,0.11,0.11,0.13,0.14
2021,Cristiano Piccini,59,0,0,0.08,0
2021,Cristian Romero,2545,0.07,0.07,0.05,0.03
2021,Marten de Roon,3021,0.03,0.03,0.02,0.03
2021,Matteo Ruggeri,208,0,0,0.04,0.01
2021,Marco Sportiello,1261,0,0,0,0
2021,Bosko Sutalo,233,0,0,0,0.05
2021,Rafael Tolói,2537,0.07,0,0.12,0.04
2021,Duván Zapata,2379,0.57,0.34,0.57,0.2
2021,Yeray Álvarez,1948,0.05,0,0.03,0.02
2021,Mikel Balenziaga,1689,0,0.05,0,0.04
2021,Yuri Berchiche,1682,0.05,0.16,0.05,0.11
2021,Álex Berenguer,2278,0.32,0.16,0.25,0.14
2021,Ander Capa,2131,0.08,0.04,0.05,0.05
2021,Iñigo Córdoba,95,0,0,0.12,0
2021,Jokin Ezkieta,90,0,0,0,0
2021,Dani García,1920,0,0.05,0.02,0.03
2021,Raúl García,1743,0.26,0.05,0.31,0.06
2021,Ibai Gómez,424,0,0.21,0.04,0.17
2021,Kenan Kodro,44,2.05,0,1.66,0
2021,Iñigo Lekue,644,0,0,0.01,0.05
2021,Unai López,1424,0.19,0,0.07,0.11
2021,Óscar de Marcos,1520,0.06,0.12,0.11,0.12
2021,Iñigo Martínez,2519,0.04,0,0.04,0.02
2021,Jon Morcillo,1363,0.13,0.13,0.08,0.17
2021,Iker Muniain,1943,0.23,0.14,0.21,0.16
2021,Unai Núñez,2109,0.04,0.04,0.08,0.01
2021,Oihan Sancet,1035,0.17,0.17,0.25,0.1
2021,Unai Simón,3330,0,0,0,0
2021,Unai Vencedor Paris,1701,0,0,0.02,0.01
2021,Mikel Vesga,1722,0,0.05,0.08,0.06
2021,Iñigo Vicente,52,0,0,0.05,0.38
2021,Asier Villalibre,1589,0.23,0.11,0.24,0.13
2021,Iñaki Williams,2387,0.23,0.23,0.23,0.19
2021,Nico Williams,57,0,0,0.08,0
2021,Oier Zarraga,100,0,0,0.07,0.05
2021,Yannick Carrasco,2179,0.25,0.41,0.21,0.25
2021,Ángel Correa,2393,0.34,0.3,0.29,0.21
2021,Diego Costa,208,0.87,0,0.6,0.21
2021,Moussa Dembélé,100,0,0,0.92,0.02
2021,Felipe,2057,0,0,0.07,0.01
2021,João Félix,1572,0.4,0.29,0.31,0.24
2021,Mario Hermoso,2578,0.03,0.03,0.04,0.02
2021,Héctor Herrera,682,0,0.13,0.04,0.09
2021,Koke,3021,0.03,0.06,0.06,0.09
2021,Geoffrey Kondogbia,611,0,0,0.02,0.06
2021,Thomas Lemar,1366,0.07,0.2,0.1,0.13
2021,Marcos Llorente,2956,0.37,0.33,0.1,0.17
2021,Renan Lodi,1129,0.08,0.16,0.06,0.14
2021,José María Giménez,1765,0,0,0.06,0.01
2021,Saúl Ñíguez,2033,0.09,0.04,0.12,0.08
2021,Jan Oblak,3420,0,0,0,0
2021,Thomas Partey,200,0,0,0.05,0
2021,Ricard,30,0,0,0.11,0
2021,Manuel Sánchez,49,0,1.84,0,0.73
2021,Stefan Savić,2953,0.03,0,0.03,0
2021,Luis Suárez,2508,0.75,0.11,0.58,0.11
2021,Lucas Torreira,518,0.17,0,0.02,0.09
2021,Kieran Trippier,2475,0,0.22,0,0.13
2021,Vitolo,298,0,0,0.13,0.07
2021,Šime Vrsaljko,519,0,0,0,0
2021,Noah Joel Sarenren Bazee,36,0,2.5,0,1.85
2021,László Bénes,660,0.14,0.14,0.07,0.12
2021,Daniel Caligiuri,2665,0.2,0.14,0.16,0.16
2021,Tim Civeja,34,0,0,0,0
2021,Ohis Felix Uduokhai,2610,0.03,0,0.06,0.01
2021,Alfreð Finnbogason,544,0,0.17,0.51,0.15
2021,Raphael Framberger,1540,0,0.06,0,0.12
2021,Rafał Gikiewicz,3060,0,0,0,0
2021,Jeffrey Gouweleeuw,2835,0.03,0,0.01,0.02
2021,Michael Gregoritsch,835,0.11,0.22,0.16,0.16
2021,Carlos Gruezo,2084,0,0,0.02,0.02
2021,Robert Gumny,1377,0.07,0,0.03,0.04
2021,André Hahn,2037,0.35,0.13,0.22,0.09
2021,Iago,1560,0.06,0.06,0.06,0.06
2021,Fredrik Jensen,377,0,0.24,0.07,0.28
2021,Rani Khedira,1818,0.05,0,0.06,0.01
2021,Jan Morávek,267,0,0,0.03,0.01
2021,Florian Niederlechner,1737,0.26,0.21,0.31,0.12
2021,Reece Oxford,1358,0,0,0.08,0
2021,Mads Pedersen,887,0,0,0,0.13
2021,Lukas Petkov,4,0,0,0,0
2021,Marco Richter,1416,0.19,0.06,0.32,0.11
2021,Tobias Strobl,1846,0,0,0.04,0.04
2021,Marek Suchý,305,0,0,0,0
2021,Ruben Vargas,1612,0.33,0.17,0.23,0.16
2021,Jordi Alba,3025,0.09,0.15,0.06,0.22
2021,Carles Aleñá,48,0,0,0.1,0
2021,Ronald Araújo,1510,0.12,0.06,0.11,0.01
2021,Martin Braithwaite,1175,0.15,0.15,0.41,0.18
2021,Sergio Busquets,2517,0,0.18,0.01,0.11
2021,Philippe Coutinho,654,0.28,0.28,0.55,0.1
2021,Ousmane Dembélé,1774,0.3,0.15,0.28,0.21
2021,Sergiño Dest,1909,0.09,0.05,0.08,0.1
2021,Ansu Fati,431,0.84,0,0.37,0.36
2021,Junior Firpo,289,0.31,0.31,0.21,0.24
2021,Antoine Griezmann,2604,0.45,0.24,0.42,0.19
2021,Frenkie de Jong,3154,0.09,0.11,0.14,0.17
2021,Clément Lenglet,2475,0.04,0,0.07,0.03
2021,Lionel Messi,3023,0.89,0.27,0.66,0.28
2021,Óscar Mingueza,1901,0.09,0.09,0.05,0.04
2021,Ilaix Moriba,542,0.17,0.33,0.13,0.15
2021,Neto,630,0,0,0,0
2021,Pedri,2415,0.11,0.11,0.17,0.13
2021,Gerard Piqué,1481,0,0,0.05,0.03
2021,Miralem Pjanić,627,0,0,0.14,0.09
2021,Riqui Puig,292,0.31,0,0.2,0.05
2021,Sergi Roberto,946,0.1,0.19,0.03,0.17
2021,Marc-André ter Stegen,2790,0,0,0,0
2021,Francisco Trincão,706,0.38,0.25,0.33,0.05
2021,Samuel Umtiti,645,0,0,0.02,0
2021,David Alaba,2675,0.07,0.13,0.04,0.07
2021,Jérôme Boateng,2368,0.04,0.04,0.01,0.02
2021,Kingsley Coman,1752,0.26,0.51,0.21,0.33
2021,Douglas Costa,320,0.28,0.28,0.04,0.21
2021,Mickaël Cuisance,18,0,0,0,0
2021,Tiago Dantas,69,0,0,0,0.15
2021,Alphonso Davies,1763,0.05,0.1,0.01,0.1
2021,Serge Gnabry,1644,0.55,0.11,0.44,0.33
2021,Leon Goretzka,1705,0.26,0.26,0.19,0.15
2021,Lucas Hernández,1597,0,0.11,0.04,0.1
2021,Joshua Kimmich,2194,0.16,0.41,0.1,0.28
2021,Robert Lewandowski,2458,1.5,0.26,1.14,0.17
2021,Javi Martínez,466,0,0,0.03,0.03
2021,Eric Maxim Choupo-Moting,820,0.33,0,0.51,0.16
2021,Thomas Müller,2674,0.37,0.64,0.27,0.34
2021,Jamal Musiala,881,0.61,0.1,0.29,0.08
2021,Manuel Neuer,2970,0,0,0,0.01
2021,Tanguy Nianzou,118,0,0,0,0
2021,Alexander Nübel,90,0,0,0,0
2021,Benjamin Pavard,1943,0,0,0.02,0.06
2021,Chris Richards,89,0,1.01,0,0.47
2021,Marc Roca,177,0,0,0.11,0.01
2021,Leroy Sané,1805,0.3,0.45,0.27,0.34
2021,Bouna Sarr,452,0,0.2,0.01,0.02
2021,Christopher Scott,34,0,0,0.08,0
2021,Josip Stanišić,90,0,0,0.15,0
2021,Niklas Süle,1505,0.06,0,0.06,0.02
2021,Corentin Tolisso,781,0.12,0,0.25,0.05
2021,Joshua Zirkzee,92,0,0,0.23,0.09
2021,Federico Barba,2659,0,0.07,0.03,0.05
2021,Luca Caldirola,1572,0.11,0,0.05,0.01
2021,Gianluca Caprari,1865,0.24,0.29,0.19,0.14
2021,Bryan Dabo,1117,0,0,0.06,0.03
2021,Lorenzo Del Pinto,11,0,0,0,0
2021,Fabio Depaoli,1120,0,0,0.03,0.03
2021,Giuseppe Di Serio,292,0,0,0.2,0.01
2021,Amadou Diambo,3,0,0,0,0
2021,Iago Falque,358,0.25,0.25,0.11,0.31
2021,Daam Foulon,1021,0,0.09,0,0.01
2021,Adolfo Gaich,768,0.23,0,0.33,0.04
2021,Kamil Glik,3206,0.06,0.03,0.1,0.02
2021,Përparim Hetemaj,2212,0,0.08,0.02,0.06
2021,Riccardo Improta,2335,0.04,0,0.08,0.09
2021,Roberto Insigne,1599,0.11,0.23,0.22,0.21
2021,Artur Ioniță,2835,0.06,0,0.05,0.03
2021,Gianluca Lapadula,2563,0.28,0.07,0.34,0.13
2021,Gaetano Letizia,1570,0.17,0.06,0.02,0.07
2021,Christian Maggio,297,0,0,0.03,0
2021,Niccolò Manfredini,90,0,0,0,0
2021,Gabriele Moncini,357,0,0,0.18,0.04
2021,Lorenzo Montipò,3330,0,0,0,0
2021,Christian Pastina,121,0,0.74,0,0.31
2021,Siriki Sanogo,10,0,0,0,0
2021,Marco Sau,785,0.46,0.23,0.28,0.21
2021,Pasquale Schiattarella,2247,0.04,0.04,0.03,0.09
2021,Andrés Tello,413,0.22,0,0.07,0.01
2021,Alessandro Tuia,1765,0.05,0,0.04,0.01
2021,Nicolas Viola,1036,0.43,0.17,0.33,0.15
2021,Paul Akouokou,378,0,0,0,0.14
2021,Marc Bartra,1694,0,0.05,0.03,0.05
2021,Claudio Bravo,1800,0,0,0,0.01
2021,Sergio Canales,2498,0.29,0.22,0.19,0.24
2021,William Carvalho,1223,0.15,0,0.09,0.05
2021,Emerson,2991,0.03,0.12,0.05,0.08
2021,Nabil Fekir,2622,0.17,0.21,0.24,0.18
2021,Andrés Guardado,1318,0.07,0,0.02,0.02
2021,Borja Iglesias,1411,0.7,0,0.53,0.04
2021,Joaquín,1291,0.14,0.42,0.04,0.21
2021,Juanmi,604,0.3,0,0.36,0.01
2021,Diego Lainez,862,0,0.21,0.07,0.06
2021,Aïssa Mandi,2392,0.11,0.04,0.08,0.03
2021,Juan Miranda,1652,0.05,0.11,0.04,0.08
2021,Martín Montoya,239,0,0,0.04,0.14
2021,Álex Moreno,1786,0,0.1,0.05,0.14
2021,Loren Morón,991,0.09,0,0.26,0.03
2021,Joel Robles,1620,0,0,0,0
2021,Rodrigo,537,0,0,0.04,0.1
2021,Guido Rodríguez,2864,0.03,0,0.07,0.02
2021,Aitor Ruibal,1593,0.11,0.11,0.16,0.12
2021,Víctor Ruiz,2157,0.08,0,0.06,0
2021,Antonio Sanabria,932,0.29,0,0.48,0.01
2021,Sidnei,697,0,0,0.04,0
2021,Cristian Tello,1283,0.35,0.21,0.19,0.16
2021,Wisdom Amey,2,0,0,0,0
2021,Valentin Antov,232,0,0,0.01,0.01
2021,Musa Barrow,2921,0.25,0.25,0.22,0.19
2021,Arturo Calabresi,20,0,0,0,0
2021,Angelo da Costa Júnior,540,0,0,0,0
2021,Lorenzo De Silvestri,2143,0.08,0,0.09,0.03
2021,Stefano Denswil,115,0,0,0,0
2021,Mitchell Dijks,1481,0,0,0,0.01
2021,Nicolás Domínguez,1255,0.07,0,0.08,0.12
2021,Andri Fannar Baldursson,217,0,0,0.07,0.03
2021,Paolo Faragò,23,0,0,0.21,0
2021,Aaron Hickey,758,0,0,0.01,0.01
2021,Musa Juwara,46,0,0,0.05,0
2021,Omar Khailoti,28,0,0,0,0
2021,Danilo Larangeira,3132,0,0.03,0.03,0.06
2021,Ibrahima Mbaye,428,0.21,0,0.12,0.01
2021,Gary Medel,511,0,0.18,0,0.02
2021,Riccardo Orsolini,1755,0.36,0.15,0.48,0.12
2021,Mattia Pagliuca,13,0,0,0,0.19
2021,Rodrigo Palacio,2502,0.18,0.18,0.34,0.16
2021,Nehuén Paz,363,0.25,0,0.09,0.01
2021,Andrea Poli,383,0.23,0,0.24,0.14
2021,Simone Rabbi,35,0,2.57,0,0.1
2021,Antonio Raimondo,1,0,0,0,0
2021,Federico Ravaglia,360,0,0,0,0
2021,Nicola Sansone,1169,0.15,0.15,0.3,0.22
2021,Federico Santander,37,0,2.43,0.56,1
2021,Jerdy Schouten,2512,0.04,0.04,0.01,0.07
2021,Łukasz Skorupski,2520,0,0,0,0
2021,Andreas Skov Olsen,1179,0.15,0.23,0.31,0.16
2021,Roberto Soriano,3250,0.25,0.17,0.19,0.22
2021,Adama Soumaoro,1755,0.05,0,0.07,0
2021,Mattias Svanberg,1852,0.24,0.1,0.22,0.12
2021,Takehiro Tomiyasu,2715,0.07,0,0.07,0.01
2021,Kacper Urbanski,2,0,0,0,0
2021,Edoardo Vergani,12,0,0,0,0
2021,Emanuel Vignato,1203,0.07,0.3,0.11,0.27
2021,Yacine Adli,2418,0.07,0.19,0.07,0.16
2021,Dilane Bakwa,56,0,0,0.22,0.05
2021,Toma Bašić,2601,0.14,0.03,0.16,0.09
2021,Paul Baysse,2614,0.07,0.07,0.05,0.02
2021,Hatem Ben Arfa,1703,0.11,0.21,0.12,0.2
2021,Loris Benito,2651,0,0,0.02,0.05
2021,Loïc Bessile,90,0,0,0,0
2021,Jimmy Briand,571,0.16,0.32,0.28,0.03
2021,Benoît Costil,3420,0,0,0,0
2021,Samuel Kalu,964,0.37,0.09,0.16,0.06
2021,Laurent Koscielny,2218,0,0.08,0.06,0.05
2021,Enock Kwateng,1038,0.09,0,0.04,0.06
2021,Tom Lacoux,523,0,0,0.02,0.01
2021,Josh Maja,804,0.22,0,0.27,0.04
2021,Sekou Mara,229,0.39,0.79,0.2,0.16
2021,Mexer,712,0,0,0.02,0.02
2021,Otávio,1559,0.06,0,0.03,0
2021,Remi Oudin,2420,0.15,0.15,0.15,0.19
2021,Pablo,1076,0.08,0,0.09,0.02
2021,Rubén Pardo,23,0,0,0,0
2021,Maxime Poundjé,491,0,0,0.01,0.01
2021,Nicolas de Préville,1611,0.06,0.11,0.21,0.19
2021,Youssouf Sabaly,2909,0.03,0.06,0.02,0.05
2021,Jean Seri,707,0,0,0.02,0.03
2021,Issouf Sissokho,78,1.15,0,0.08,0
2021,Amadou Traore,304,0,0.3,0.06,0.24
2021,Hwang Ui-jo,2503,0.43,0.11,0.45,0.1
2021,Mehdi Zerkane,1187,0.08,0.08,0.12,0.1
2021,Ludovic Baal,296,0,0,0,0.13
2021,Cristian Battocchio,355,0,0,0.11,0.08
2021,Haris Belkebla,2727,0,0,0.01,0.03
2021,Lilian Brassier,962,0.09,0.09,0.06,0.09
2021,Irvin Cardona,2029,0.35,0.04,0.34,0.05
2021,Gaëtan Charbonnier,1570,0.34,0.06,0.36,0.18
2021,Brendan Chardonnet,2716,0.1,0.03,0.08,0.03
2021,Sébastien Cibois,270,0,0,0,0
2021,Ibrahima Diallo,440,0,0,0,0.06
2021,Jean-Kevin Duverne,2029,0.04,0,0.03,0.03
2021,Bandiougou Fadiga,43,0,0,0,0.14
2021,Romain Faivre,2891,0.19,0.16,0.19,0.23
2021,Julien Faussurier,955,0,0.28,0.04,0.21
2021,Christophe Hérelle,1377,0,0,0.06,0.01
2021,Franck Honorat,2458,0.29,0.15,0.15,0.29
2021,Gautier Larsonneur,3150,0,0,0,0
2021,Paul Lasne,1681,0,0,0.04,0.02
2021,Jérémy Le Douaron,816,0.11,0.22,0.25,0.06
2021,Jean Lucas,1011,0,0.18,0.1,0.1
2021,Hugo Magnetti,603,0,0,0.04,0.06
2021,Hianga Mananga Mbock,458,0,0,0.03,0.01
2021,Steve Mounié,2680,0.3,0.13,0.41,0.1
2021,Romain Perraud,3140,0.09,0.2,0.08,0.1
2021,Romain Philippoteaux,581,0.15,0,0.1,0.04
2021,Ronaël Pierre-Gabriel,2305,0.04,0,0.02,0.04
2021,Heriberto Tavares,43,0,0,0.6,0.14
2021,Steven Alzate,896,0.1,0,0.08,0.06
2021,Bernardo,206,0,0,0.16,0.06
2021,Yves Bissouma,3111,0.03,0,0.04,0.03
2021,Dan Burn,2061,0.04,0,0.07,0.04
2021,Aaron Connolly,791,0.23,0.11,0.45,0.02
2021,Lewis Dunk,2931,0.15,0,0.07,0.04
2021,Pascal Groß,2484,0.11,0.29,0.18,0.19
2021,José Izquierdo,9,0,0,0.24,0
2021,Alireza Jahanbakhsh,528,0,0.17,0.26,0.51
2021,Reda Khadra,5,0,0,0,0
2021,Adam Lallana,1596,0.06,0.06,0.09,0.14
2021,Tariq Lamptey,886,0.1,0.1,0.07,0.08
2021,Alexis Mac Allister,1115,0.08,0.08,0.1,0.12
2021,Solly March,1672,0.11,0.05,0.09,0.08
2021,Neal Maupay,2512,0.29,0.07,0.47,0.14
2021,Jakub Moder,647,0,0,0.11,0.02
2021,Jayson Molumby,1,0,0,0,0
2021,Davy Pröpper,213,0,0,0.08,0
2021,Mathew Ryan,990,0,0,0,0
2021,Robert Sánchez,2430,0,0,0,0
2021,Percy Tau,103,0,0.87,0,0.36
2021,Leandro Trossard,2607,0.17,0.17,0.16,0.17
2021,Joël Veltman,2281,0.04,0.04,0.04,0.07
2021,Adam Webster,2594,0.03,0,0.07,0.01
2021,Danny Welbeck,1545,0.35,0.06,0.39,0.16
2021,Ben White,3191,0,0,0.01,0.03
2021,Andi Zeqiri,171,0,0,0.38,0.04
2021,Phil Bardsley,274,0,0,0.03,0
2021,Ashley Barnes,1331,0.2,0,0.27,0.05
2021,Josh Benson,264,0,0,0.07,0
2021,Jóhann Berg Guðmundsson,1363,0.13,0,0.08,0.03
2021,Robbie Brady,1052,0.09,0.09,0.07,0.08
2021,Josh Brownhill,2813,0,0.03,0.06,0.02
2021,Jack Cork,1350,0,0,0.02,0.04
2021,Jimmy Dunne,270,0.33,0,0.17,0.04
2021,Kevin Long,637,0,0,0.06,0
2021,Matthew Lowton,3060,0.03,0.03,0.02,0.09
2021,Dwight McNeil,3069,0.06,0.15,0.03,0.18
2021,Ben Mee,2693,0.07,0,0.08,0.01
2021,Joel Mumbongo,40,0,0,0,0
2021,Will Norris,180,0,0,0,0.02
2021,Bailey Peacock-Farrell,360,0,0,0,0
2021,Erik Pieters,1266,0,0.07,0.01,0.03
2021,Nick Pope,2880,0,0,0,0
2021,Lewis Richardson,4,0,0,0,0
2021,Jay Rodriguez,1265,0.07,0.14,0.22,0.08
2021,Dale Stephens,261,0,0,0.06,0
2021,James Tarkowski,3240,0.03,0,0.09,0.03
2021,Charlie Taylor,2426,0,0.04,0,0.05
2021,Matěj Vydra,1371,0.2,0.13,0.34,0.12
2021,Ashley Westwood,3410,0.08,0.08,0.03,0.18
2021,Chris Wood,2741,0.39,0.1,0.43,0.06
2021,Bobby Adekanye,36,0,0,0.85,0
2021,Carlos Akapo,865,0.1,0,0.03,0.02
2021,Pedro Alcalá,909,0,0,0.01,0
2021,Iván Alejo,827,0.11,0.11,0.12,0.09
2021,Jon Ander Garrido,800,0,0,0.03,0.01
2021,Marc Baró,90,0,0,0.03,0.14
2021,Álvaro Bastida,35,0,0,0,0
2021,Yann Bodiger,251,0,0,0,0.04
2021,Cala,2272,0.12,0,0.08,0.01
2021,Isaac Carcelen,2581,0,0.03,0.02,0.04
2021,Alberto Cifuentes,180,0,0,0,0.01
2021,Alfonso Espino,2601,0,0.1,0.01,0.05
2021,Fali,2637,0,0,0.02,0.02
2021,Álex Fernández,1946,0.18,0.05,0.15,0.07
2021,Augusto Fernández,369,0,0,0,0
2021,David Gil,360,0,0,0,0
2021,Álvaro Giménez,407,0.44,0.22,0.29,0.02
2021,Sergio González,90,0,0,0.1,0
2021,Marcos Mauro López Gutiérrez,1825,0.1,0,0.07,0
2021,Jairo Izquierdo,1277,0.07,0,0.05,0.06
2021,Jens Jønsson,2615,0,0,0.03,0.06
2021,Jeremías Ledesma,2880,0,0,0,0
2021,Anthony Lozano,1523,0.18,0.06,0.33,0.05
2021,Filip Malbašić,860,0,0.1,0.08,0.08
2021,José Mari,1451,0.06,0,0.08,0.03
2021,Álex Martín,96,0,0,0,0
2021,Nano,9,0,0,0,0
2021,Álvaro Negredo,2198,0.33,0.16,0.23,0.16
2021,Nieto,14,0,0,0.57,1.17
2021,Alberto Perea,1549,0.12,0.17,0.1,0.15
2021,Jorge Pombo,523,0.17,0,0.19,0.1
2021,Salvi,1933,0.09,0,0.09,0.07
2021,Ivan Šaponjić,388,0.23,0,0.5,0
2021,Rubén Sobrino,1113,0.08,0,0.16,0.08
2021,Kwadwo Asamoah,224,0,0,0.03,0
2021,Arturo Calabresi,14,0,0,0,0
2021,Fabrizio Caligara,183,0,0,0,0.13
2021,Andrea Carboni,1085,0,0.08,0.03,0.09
2021,Luca Ceppitelli,1465,0,0,0.03,0.01
2021,Alberto Cerri,369,0.24,0,0.74,0.15
2021,Alessio Cragno,3060,0,0,0,0
2021,Alessandro Deiola,615,0,0,0.03,0.12
2021,Kiril Despodov,11,0,0,0,0
2021,Alfred Duncan,1068,0,0.08,0.02,0.13
2021,Paolo Faragò,369,0,0,0.04,0.13
2021,Diego Godín,2508,0.04,0,0.03,0.03
2021,Ragnar Klavan,770,0,0,0.04,0.01
2021,Charalambos Lykogiannis,2418,0.15,0.07,0.08,0.07
2021,Răzvan Marin,2965,0.09,0.18,0.04,0.14
2021,Radja Nainggolan,1841,0.05,0,0.07,0.09
2021,Nahitan Nández,2737,0.07,0.07,0.11,0.09
2021,Christian Oliva,388,0,0.23,0,0.02
2021,Adam Ounas,308,0,0,0.25,0.27
2021,Leonardo Pavoletti,1584,0.23,0.17,0.41,0.06
2021,João Pedro,3253,0.44,0.08,0.35,0.15
2021,Gastón Pereiro,272,0.66,0.66,0.76,0.39
2021,Fabio Pisacane,228,0,0,0,0
2021,Marko Rog,1165,0,0,0.02,0.02
2021,Daniele Rugani,1001,0.09,0.09,0.04,0.05
2021,Giovanni Simeone,1740,0.31,0.1,0.4,0.07
2021,Riccardo Sottil,1184,0.15,0.08,0.12,0.13
2021,Mattéo Tramoni,74,0,0,0.04,0
2021,Alessandro Tripaldelli,300,0,0,0,0.04
2021,Guglielmo Vicario,360,0,0,0,0
2021,Sebastian Walukiewicz,1618,0,0.06,0.04,0.03
2021,Gabriele Zappa,2395,0,0.15,0.02,0.16
2021,Joseph Aidoo,1289,0,0,0.06,0.02
2021,Alfon,34,0,0,0.17,0.18
2021,Néstor Araujo,2426,0,0,0.01,0.03
2021,Iago Aspas,2864,0.44,0.41,0.39,0.28
2021,Miguel Baeza,543,0.17,0,0.26,0.12
2021,Fran Beltrán,1399,0.19,0,0.08,0.02
