crime_id,crime_type,crime_date,year,crime_lat,crime_lon
v1,Agresion,1/1/2010,2010,39.46331787,-0.382632524
v10,Agresion,1/1/2010,2010,39.43516922,-0.390684992
v100,Agresion,1/21/2010,2010,39.47927475,-0.374797136
v1000,Agresion,4/14/2010,2010,39.47982407,-0.399208158
v1001,Agresion,4/15/2010,2010,39.4673996,-0.35960114
v1002,Sustraccion,4/15/2010,2010,39.47460938,-0.355242282
v1003,Agresion,4/15/2010,2010,39.47969818,-0.362035722
v1004,Agresion,4/15/2010,2010,39.48321915,-0.376004994
v1005,Agresion,4/15/2010,2010,39.46595764,-0.381567359
v1006,Agresion,4/15/2010,2010,39.48498917,-0.387865156
v1007,Sustraccion,4/15/2010,2010,39.43838882,-0.374431312
v1008,Agresion,4/15/2010,2010,39.47422409,-0.395734996
v1009,Agresion,4/15/2010,2010,39.48493576,-0.387984991
v101,Agresion,1/22/2010,2010,39.4651947,-0.343829989
v1010,Agresion,4/15/2010,2010,39.46326447,-0.355595291
v1011,Agresion,4/15/2010,2010,39.46677017,-0.367629111
v1012,Sustraccion,4/15/2010,2010,39.46193314,-0.366733909
v1013,Agresion,4/15/2010,2010,39.47258759,-0.332993627
v1014,Agresion,4/15/2010,2010,39.47182846,-0.368510991
v1015,Agresion,4/16/2010,2010,39.48685837,-0.379100412
v1016,Agresion,4/16/2010,2010,39.46126175,-0.391140014
v1017,Agresion,4/16/2010,2010,39.45728683,-0.385414988
v1018,Agresion,4/16/2010,2010,39.49907303,-0.381297886
v1019,Agresion,4/16/2010,2010,39.48487473,-0.362433165
v102,Agresion,1/22/2010,2010,39.49372864,-0.366777897
v1020,Agresion,4/16/2010,2010,39.46482468,-0.367433906
v1021,Agresion,4/16/2010,2010,39.47190475,-0.377051026
v1022,Sustraccion,4/16/2010,2010,39.49488449,-0.386785001
v1023,Sustraccion,4/16/2010,2010,39.46080399,-0.364964992
v1024,Agresion,4/16/2010,2010,39.45842361,-0.367826492
v1025,Agresion,4/16/2010,2010,39.50225449,-0.416830003
v1026,Sustraccion,4/16/2010,2010,39.46272278,-0.346853971
v1027,Sustraccion,4/16/2010,2010,39.47318649,-0.405017287
v1028,Agresion,4/16/2010,2010,39.49717712,-0.421469092
v1029,Agresion,4/16/2010,2010,39.46876907,-0.351200014
v103,Agresion,1/22/2010,2010,39.47874451,-0.32803455
v1030,Agresion,4/17/2010,2010,39.45463562,-0.37089783
v1031,Agresion,4/17/2010,2010,39.48623276,-0.390246302
v1032,Agresion,4/17/2010,2010,39.46554184,-0.379989982
v1033,Agresion,4/17/2010,2010,39.46919632,-0.365435004
v1034,Agresion,4/17/2010,2010,39.47682953,-0.381774068
v1035,Agresion,4/17/2010,2010,39.48878098,-0.364091814
v1036,Agresion,4/17/2010,2010,39.48079681,-0.386793733
v1037,Sustraccion,4/17/2010,2010,39.49427414,-0.378369629
v1038,Agresion,4/17/2010,2010,39.49427414,-0.378369629
v1039,Agresion,4/17/2010,2010,39.46434021,-0.388182253
v104,Sustraccion,1/22/2010,2010,39.46733856,-0.334306479
v1040,Agresion,4/17/2010,2010,39.47369385,-0.342581838
v1041,Agresion,4/17/2010,2010,39.47246552,-0.352731943
v1042,Agresion,4/17/2010,2010,39.47037506,-0.368638217
v1043,Agresion,4/17/2010,2010,39.4866333,-0.373800367
v1044,Agresion,4/17/2010,2010,39.463871,-0.38975805
v1045,Agresion,4/18/2010,2010,39.48670197,-0.372087896
v1046,Agresion,4/18/2010,2010,39.49627686,-0.376171291
v1047,Agresion,4/18/2010,2010,39.45948029,-0.335693032
v1048,Agresion,4/18/2010,2010,39.4926796,-0.37351343
v1049,Agresion,4/18/2010,2010,39.48406601,-0.389148325
v105,Agresion,1/22/2010,2010,39.44960403,-0.333000004
v1050,Agresion,4/18/2010,2010,39.45552444,-0.404150009
v1051,Sustraccion,4/18/2010,2010,39.45108414,-0.332839996
v1052,Agresion,4/18/2010,2010,39.49478531,-0.369929999
v1053,Agresion,4/18/2010,2010,39.45867538,-0.376910001
v1054,Agresion,4/18/2010,2010,39.48862839,-0.389456332
v1055,Agresion,4/18/2010,2010,39.42913437,-0.343922585
v1056,Agresion,4/19/2010,2010,39.47292328,-0.398905009
v1057,Agresion,4/19/2010,2010,39.4926796,-0.37351343
v1058,Agresion,4/19/2010,2010,39.49523544,-0.376215011
v1059,Sustraccion,4/19/2010,2010,39.46655273,-0.352892727
v106,Agresion,1/22/2010,2010,39.46319199,-0.374589175
v1060,Agresion,4/19/2010,2010,39.49504471,-0.371244997
v1061,Agresion,4/19/2010,2010,39.46229553,-0.403340012
v1062,Sustraccion,4/19/2010,2010,39.46925735,-0.355241328
v1063,Agresion,4/19/2010,2010,39.49000168,-0.389767855
v1064,Agresion,4/19/2010,2010,39.48834991,-0.368908942
v1065,Agresion,4/20/2010,2010,39.4618454,-0.374489993
v1067,Sustraccion,4/20/2010,2010,39.44825745,-0.334034413
v1068,Agresion,4/20/2010,2010,39.4755249,-0.383315504
v1069,Sustraccion,4/20/2010,2010,39.49528885,-0.396315008
v107,Sustraccion,1/23/2010,2010,39.46934891,-0.355401218
v1070,Agresion,4/20/2010,2010,39.45075226,-0.385106087
v1071,Agresion,4/20/2010,2010,39.46044159,-0.333187699
v1072,Sustraccion,4/20/2010,2010,39.46343231,-0.335309058
v1073,Sustraccion,4/20/2010,2010,39.47348404,-0.34534359
v1074,Agresion,4/20/2010,2010,39.47690964,-0.333359122
v1075,Agresion,4/20/2010,2010,39.46641922,-0.345047861
v1076,Agresion,4/20/2010,2010,39.47192383,-0.396214992
v1077,Agresion,4/21/2010,2010,39.48826218,-0.374297261
v1078,Agresion,4/21/2010,2010,39.49544525,-0.369239569
v1079,Sustraccion,4/21/2010,2010,39.467857360000004,-0.339027375
v108,Agresion,1/23/2010,2010,39.44832993,-0.3604002
v1080,Agresion,4/21/2010,2010,39.47389603,-0.350995004
v1081,Agresion,4/21/2010,2010,39.47520065,-0.392475009
v1082,Sustraccion,4/21/2010,2010,39.47156906,-0.379714996
v1083,Agresion,4/21/2010,2010,39.49275208,-0.372326016
v1084,Agresion,4/21/2010,2010,39.45633316,-0.382719517
v1085,Agresion,4/21/2010,2010,39.46821594,-0.392105013
v1086,Agresion,4/21/2010,2010,39.45939636,-0.336355001
v1087,Agresion,4/21/2010,2010,39.49529648,-0.396323025
v1088,Sustraccion,4/21/2010,2010,39.48623276,-0.390246302
v1089,Agresion,4/21/2010,2010,39.49357605,-0.397229999
v109,Agresion,1/23/2010,2010,39.46288681,-0.377675772
v1090,Sustraccion,4/21/2010,2010,39.4565506,-0.382758111
v1091,Sustraccion,4/21/2010,2010,39.46343231,-0.335309058
v1092,Agresion,4/22/2010,2010,39.45663452,-0.363635272
v1093,Agresion,4/22/2010,2010,39.47203064,-0.346415013
v1094,Sustraccion,4/22/2010,2010,39.43041611,-0.364737689
v1095,Agresion,4/22/2010,2010,39.51691055,-0.377201617
v1096,Sustraccion,4/22/2010,2010,39.45982361,-0.371707886
v1097,Agresion,4/22/2010,2010,39.46736145,-0.336922288
v1098,Sustraccion,4/23/2010,2010,39.46680069,-0.328954339
v1099,Agresion,4/23/2010,2010,39.48638153,-0.384023786
v11,Agresion,1/1/2010,2010,39.48281097,-0.378108829
v110,Agresion,1/24/2010,2010,39.46738815,-0.381745011
v1100,Agresion,4/23/2010,2010,39.4628334,-0.345719993
v1101,Sustraccion,4/23/2010,2010,39.47663116,-0.334715545
v1102,Agresion,4/23/2010,2010,39.45893478,-0.364292473
v1103,Agresion,4/23/2010,2010,39.47008133,-0.353344589
v1104,Agresion,4/23/2010,2010,39.4565506,-0.382758111
v1105,Agresion,4/23/2010,2010,39.46717072,-0.368624836
v1106,Sustraccion,4/23/2010,2010,39.4656601,-0.324714273
v1107,Agresion,4/23/2010,2010,39.46591949,-0.355738789
v1108,Agresion,4/23/2010,2010,39.49783325,-0.376354605
v1109,Agresion,4/23/2010,2010,39.47330475,-0.346820712
v111,Agresion,1/24/2010,2010,39.4683342,-0.396714598
v1110,Agresion,4/24/2010,2010,39.46641159,-0.379444003
v1111,Agresion,4/24/2010,2010,39.47069931,-0.342034876
v1112,Agresion,4/24/2010,2010,39.45505905,-0.405315012
v1113,Agresion,4/24/2010,2010,39.46142578,-0.367922127
v1114,Agresion,4/24/2010,2010,39.4877739,-0.395359993
v1115,Sustraccion,4/24/2010,2010,39.46627045,-0.371337712
v1116,Agresion,4/24/2010,2010,39.469306949999996,-0.408295572
v1117,Sustraccion,4/24/2010,2010,39.47969818,-0.362035722
v1118,Agresion,4/24/2010,2010,39.46545792,-0.38722375
v1119,Sustraccion,4/24/2010,2010,39.46593857,-0.330769986
v112,Agresion,1/25/2010,2010,39.49504471,-0.371244997
v1120,Agresion,4/24/2010,2010,39.47299957,-0.380595893
v1121,Agresion,4/24/2010,2010,39.45714188,-0.362181246
v1122,Agresion,4/24/2010,2010,39.44447708,-0.388504297
v1123,Agresion,4/24/2010,2010,39.49359131,-0.381414175
v1124,Sustraccion,4/24/2010,2010,39.45633316,-0.382719517
v1125,Agresion,4/24/2010,2010,39.47387314,-0.377241403
v1126,Agresion,4/24/2010,2010,39.49187851,-0.391217023
v1127,Agresion,4/24/2010,2010,39.45491791,-0.377049387
v1128,Agresion,4/24/2010,2010,39.46895981,-0.354215235
v1129,Agresion,4/24/2010,2010,39.47389984,-0.395002007
v113,Agresion,1/25/2010,2010,39.45157623,-0.393599987
v1130,Agresion,4/24/2010,2010,39.45939636,-0.384612888
v1131,Agresion,4/24/2010,2010,39.46677017,-0.367629111
v1132,Agresion,4/24/2010,2010,39.48163986,-0.386615008
v1133,Sustraccion,4/24/2010,2010,39.46193314,-0.366733909
v1134,Agresion,4/24/2010,2010,39.48744202,-0.388827264
v1135,Agresion,4/24/2010,2010,39.46500015,-0.407170087
v1136,Agresion,4/24/2010,2010,39.49079132,-0.37490496
v1137,Sustraccion,4/25/2010,2010,39.46980286,-0.361444801
v1138,Agresion,4/25/2010,2010,39.50182724,-0.368981183
v1139,Agresion,4/25/2010,2010,39.46554184,-0.379989982
v114,Agresion,1/25/2010,2010,39.47120285,-0.329040974
v1140,Agresion,4/25/2010,2010,39.46498108,-0.353549987
v1141,Agresion,4/25/2010,2010,39.4785881,-0.404004991
v1142,Agresion,4/25/2010,2010,39.50031662,-0.42552501
v1143,Agresion,4/25/2010,2010,39.46516037,-0.391666532
v1144,Agresion,4/25/2010,2010,39.46544647,-0.380671412
v1145,Agresion,4/25/2010,2010,39.46300888,-0.39066726
v1146,Agresion,4/25/2010,2010,39.46203613,-0.368355006
v1147,Agresion,4/25/2010,2010,39.46257019,-0.37263605
v1148,Agresion,4/25/2010,2010,39.46303558,-0.372949988
v1149,Agresion,4/25/2010,2010,39.4565506,-0.382758111
v115,Agresion,1/25/2010,2010,39.4869957,-0.391697794
v1150,Agresion,4/25/2010,2010,39.47161484,-0.389939994
v1151,Agresion,4/25/2010,2010,39.47822952,-0.328000009
v1152,Agresion,4/25/2010,2010,39.4847641,-0.377670169
v1153,Agresion,4/25/2010,2010,39.47005081,-0.325520009
v1154,Sustraccion,4/25/2010,2010,39.45774078,-0.387389988
v1155,Agresion,4/25/2010,2010,39.49410629,-0.369785011
v1156,Agresion,4/25/2010,2010,39.47619247,-0.401267946
v1157,Agresion,4/25/2010,2010,39.48025131,-0.3828789
v1158,Agresion,4/25/2010,2010,39.45423889,-0.39120999
v1159,Agresion,4/25/2010,2010,39.4318428,-0.375739187
v116,Agresion,1/26/2010,2010,39.47253799,-0.342985332
v1160,Agresion,4/25/2010,2010,39.46162033,-0.367410004
v1161,Agresion,4/25/2010,2010,39.47299957,-0.380595893
v1162,Sustraccion,4/25/2010,2010,39.49972534,-0.421095073
v1163,Agresion,4/26/2010,2010,39.45676422,-0.37205413
v1164,Agresion,4/26/2010,2010,39.4260788,-0.351494998
v1165,Agresion,4/26/2010,2010,39.48536301,-0.360543817
v1166,Agresion,4/26/2010,2010,39.4733963,-0.365420669
v1167,Agresion,4/26/2010,2010,39.47790909,-0.398453474
v1168,Sustraccion,4/27/2010,2010,39.48543167,-0.390013695
v1169,Agresion,4/27/2010,2010,39.48244476,-0.35018149
v117,Agresion,1/26/2010,2010,39.49359131,-0.381414175
v1170,Agresion,4/27/2010,2010,39.489254,-0.371642679
v1171,Agresion,4/27/2010,2010,39.46653366,-0.344664425
v1172,Sustraccion,4/27/2010,2010,39.47747421,-0.382496923
v1173,Agresion,4/27/2010,2010,39.47885513,-0.359188348
v1174,Agresion,4/27/2010,2010,39.49523926,-0.370732069
v1175,Sustraccion,4/27/2010,2010,39.46340179,-0.366058648
v1176,Sustraccion,4/27/2010,2010,39.46146011,-0.33791095
v1177,Agresion,4/28/2010,2010,39.48652267,-0.391359836
v1178,Agresion,4/28/2010,2010,39.49102783,-0.378539443
v1179,Agresion,4/28/2010,2010,39.48244476,-0.35018149
v118,Agresion,1/26/2010,2010,39.4673996,-0.35960114
v1180,Agresion,4/28/2010,2010,39.49471283,-0.368168563
v1181,Agresion,4/28/2010,2010,39.47284317,-0.354030102
v1182,Agresion,4/28/2010,2010,39.46103668,-0.362536013
v1183,Sustraccion,4/28/2010,2010,39.47851181,-0.364389986
v1184,Sustraccion,4/28/2010,2010,39.48920441,-0.37952745
v1185,Sustraccion,4/29/2010,2010,39.46829987,-0.376163691
v1186,Agresion,4/29/2010,2010,39.49504471,-0.371244997
v1187,Agresion,4/29/2010,2010,39.53074646,-0.385520011
v1188,Agresion,4/29/2010,2010,39.47538757,-0.352200449
v1189,Sustraccion,4/29/2010,2010,39.47128296,-0.376007766
v119,Agresion,1/26/2010,2010,39.49409866,-0.393599987
v1190,Sustraccion,4/29/2010,2010,39.47872162,-0.355935007
v1191,Agresion,4/29/2010,2010,39.46557999,-0.352575004
v1192,Agresion,4/29/2010,2010,39.45103073,-0.378959507
v1193,Sustraccion,4/29/2010,2010,39.46130371,-0.3464531
v1194,Sustraccion,4/29/2010,2010,39.47253799,-0.342985332
v1195,Agresion,4/29/2010,2010,39.46909332,-0.344476968
v1196,Sustraccion,4/29/2010,2010,39.46934509,-0.411179036
v1197,Agresion,4/29/2010,2010,39.46047974,-0.371879339
v1198,Sustraccion,4/29/2010,2010,39.46957016,-0.408480048
v1199,Sustraccion,4/29/2010,2010,39.4673996,-0.35960114
v12,Sustraccion,1/1/2010,2010,39.48480606,-0.378149569
v120,Agresion,1/26/2010,2010,39.4511795,-0.402925014
v1200,Agresion,4/29/2010,2010,39.44748306,-0.335193008
v1201,Agresion,4/29/2010,2010,39.46915436,-0.354905009
v1202,Sustraccion,4/29/2010,2010,39.47137833,-0.3477844
v1203,Agresion,4/29/2010,2010,39.46534348,-0.368062109
v1204,Agresion,4/29/2010,2010,39.46770477,-0.393984824
v1205,Agresion,4/30/2010,2010,39.49443054,-0.36854884
v1206,Agresion,4/30/2010,2010,39.45082474,-0.373180091
v1207,Agresion,4/30/2010,2010,39.46554184,-0.379989982
v1208,Agresion,4/30/2010,2010,39.47406006,-0.396569997
v1209,Sustraccion,4/30/2010,2010,39.48474884,-0.359738916
v121,Sustraccion,1/27/2010,2010,39.47032547,-0.370502263
v1210,Agresion,4/30/2010,2010,39.46554184,-0.379989982
v1211,Agresion,4/30/2010,2010,39.4621048,-0.339825124
v1212,Sustraccion,4/30/2010,2010,39.47110367,-0.352882385
v1213,Sustraccion,4/30/2010,2010,39.47425461,-0.377873927
v1214,Agresion,4/30/2010,2010,39.47362518,-0.37805441
v1215,Agresion,4/30/2010,2010,39.45609665,-0.361748636
v1216,Sustraccion,4/30/2010,2010,39.47983932,-0.370806277
v1217,Agresion,4/30/2010,2010,39.4618454,-0.374489993
v1218,Agresion,4/30/2010,2010,39.46572113,-0.392589986
v1219,Sustraccion,4/30/2010,2010,39.47099686,-0.399680853
v122,Agresion,1/27/2010,2010,39.49471283,-0.378614932
v1220,Agresion,4/30/2010,2010,39.46257401,-0.386514097
v1221,Sustraccion,5/1/2010,2010,39.43592453,-0.356293172
v1222,Agresion,5/1/2010,2010,39.46281052,-0.336084992
v1223,Sustraccion,5/1/2010,2010,39.48834991,-0.368908942
v1224,Agresion,5/1/2010,2010,39.47151184,-0.342685014
v1225,Agresion,5/1/2010,2010,39.43408585,-0.389719993
v1226,Agresion,5/1/2010,2010,39.48834991,-0.368908942
v1227,Agresion,5/1/2010,2010,39.46257019,-0.37263605
v1228,Agresion,5/1/2010,2010,39.47206497,-0.363584995
v1229,Agresion,5/1/2010,2010,39.45176315,-0.393467247
v123,Agresion,1/27/2010,2010,39.47734833,-0.385390013
v1230,Sustraccion,5/1/2010,2010,39.47127151,-0.401464999
v1231,Agresion,5/1/2010,2010,39.48426819,-0.363411605
v1232,Agresion,5/1/2010,2010,39.46193314,-0.366733909
v1233,Agresion,5/1/2010,2010,39.47912216,-0.365121067
v1234,Sustraccion,5/1/2010,2010,39.46387863,-0.332818687
v1235,Agresion,5/1/2010,2010,39.4555397,-0.390936971
v1236,Agresion,5/1/2010,2010,39.46193314,-0.366733909
v1237,Agresion,5/1/2010,2010,39.4673996,-0.35960114
v1238,Sustraccion,5/1/2010,2010,39.48554993,-0.378233641
v1239,Agresion,5/1/2010,2010,39.47394562,-0.405187577
v124,Sustraccion,1/27/2010,2010,39.46709824,-0.392795205
v1240,Agresion,5/1/2010,2010,39.47267532,-0.350681692
v1241,Agresion,5/1/2010,2010,39.46134949,-0.342830002
v1242,Agresion,5/1/2010,2010,39.49554062,-0.372487456
v1243,Agresion,5/2/2010,2010,39.46770477,-0.393984824
v1244,Agresion,5/2/2010,2010,39.49620056,-0.370555013
v1245,Agresion,5/2/2010,2010,39.46401596,-0.37606284
v1246,Agresion,5/2/2010,2010,39.44944382,-0.332805693
v1247,Agresion,5/2/2010,2010,39.48856735,-0.386714578
v1248,Agresion,5/2/2010,2010,39.45833206,-0.361846417
v1249,Agresion,5/2/2010,2010,39.45911407,-0.360864997
v125,Agresion,1/27/2010,2010,39.46963882,-0.400209993
v1250,Agresion,5/2/2010,2010,39.44898987,-0.333829999
v1251,Agresion,5/2/2010,2010,39.4695816,-0.399459183
v1252,Agresion,5/2/2010,2010,39.49178696,-0.362105936
v1253,Agresion,5/2/2010,2010,39.45518112,-0.368272096
v1254,Agresion,5/2/2010,2010,39.48823166,-0.397754103
v1255,Agresion,5/2/2010,2010,39.46257019,-0.37263605
v1256,Agresion,5/2/2010,2010,39.45815659,-0.366306901
v1257,Agresion,5/2/2010,2010,39.49631119,-0.369284987
v1258,Agresion,5/2/2010,2010,39.4490242,-0.361190647
v1259,Agresion,5/2/2010,2010,39.42573929,-0.361645252
v126,Agresion,1/27/2010,2010,39.46963882,-0.400209993
v1260,Agresion,5/2/2010,2010,39.47253799,-0.342985332
v1261,Agresion,5/2/2010,2010,39.46445847,-0.34880951
v1262,Agresion,5/2/2010,2010,39.45836258,-0.377096832
v1263,Sustraccion,5/2/2010,2010,39.49241638,-0.367549986
v1264,Sustraccion,5/3/2010,2010,39.44944382,-0.332805693
v1265,Agresion,5/3/2010,2010,39.46677017,-0.367629111
v1266,Agresion,5/3/2010,2010,39.46626282,-0.329582304
v1267,Sustraccion,5/3/2010,2010,39.46170044,-0.362659991
v1268,Agresion,5/3/2010,2010,39.49252319,-0.358424157
v1269,Sustraccion,5/3/2010,2010,39.45333099,-0.366950005
v127,Sustraccion,1/28/2010,2010,39.45770264,-0.393914044
v1270,Agresion,5/3/2010,2010,39.46537018,-0.391535014
v1271,Agresion,5/3/2010,2010,39.45656204,-0.389419287
v1272,Agresion,5/3/2010,2010,39.46482468,-0.367433906
v1273,Agresion,5/3/2010,2010,39.49713898,-0.381084293
v1274,Agresion,5/3/2010,2010,39.49642944,-0.398274988
v1275,Agresion,5/4/2010,2010,39.46646118,-0.386480391
v1276,Agresion,5/4/2010,2010,39.49319077,-0.371800005
v1277,Agresion,5/4/2010,2010,39.47294998,-0.381346852
v1278,Sustraccion,5/5/2010,2010,39.47615051,-0.369080544
v1279,Agresion,5/5/2010,2010,39.46883392,-0.392426997
v128,Agresion,1/28/2010,2010,39.46474838,-0.40871802
v1280,Agresion,5/5/2010,2010,39.44914246,-0.332875699
v1281,Agresion,5/5/2010,2010,39.45410156,-0.403276354
v1282,Agresion,5/5/2010,2010,39.44579315,-0.39033401
v1283,Sustraccion,5/5/2010,2010,39.46295547,-0.341349989
v1284,Sustraccion,5/5/2010,2010,39.51516724,-0.388848394
v1285,Agresion,5/5/2010,2010,39.49198151,-0.387695074
v1286,Agresion,5/5/2010,2010,39.49121475,-0.394463927
v1287,Agresion,5/5/2010,2010,39.47211456,-0.347559601
v1288,Agresion,5/6/2010,2010,39.4603157,-0.367669702
v1289,Agresion,5/6/2010,2010,39.47673416,-0.397055596
v129,Sustraccion,1/28/2010,2010,39.47584534,-0.389190555
v1290,Agresion,5/6/2010,2010,39.46556854,-0.363799989
v1291,Agresion,5/6/2010,2010,39.4532547,-0.393234998
v1292,Agresion,5/6/2010,2010,39.4789505,-0.4023
v1293,Agresion,5/6/2010,2010,39.48332596,-0.398206562
v1294,Sustraccion,5/6/2010,2010,39.47203064,-0.381940007
v1295,Agresion,5/6/2010,2010,39.4861145,-0.387887001
v1296,Agresion,5/7/2010,2010,39.51402664,-0.391654998
v1297,Agresion,5/7/2010,2010,39.45491791,-0.377049387
v1298,Sustraccion,5/7/2010,2010,39.48448563,-0.395480752
v1299,Agresion,5/7/2010,2010,39.45666504,-0.388180792
v13,Agresion,1/1/2010,2010,39.45738983,-0.374659985
v130,Sustraccion,1/28/2010,2010,39.46804428,-0.366348058
v1300,Agresion,5/7/2010,2010,39.47647476,-0.376320332
v1301,Agresion,5/7/2010,2010,39.48834991,-0.368908942
v1302,Sustraccion,5/7/2010,2010,39.47172546,-0.370505422
v1303,Agresion,5/8/2010,2010,39.44992065,-0.334151417
v1304,Sustraccion,5/8/2010,2010,39.46260071,-0.341529846
v1305,Agresion,5/8/2010,2010,39.45638657,-0.344545007
v1306,Sustraccion,5/8/2010,2010,39.4916153,-0.364910573
v1307,Sustraccion,5/8/2010,2010,39.45632172,-0.373954505
v1308,Agresion,5/8/2010,2010,39.46325684,-0.339860737
v1309,Agresion,5/8/2010,2010,39.49504471,-0.371244997
v131,Sustraccion,1/29/2010,2010,39.45951462,-0.375315011
v1310,Agresion,5/8/2010,2010,39.46575928,-0.366914988
v1311,Agresion,5/8/2010,2010,39.44608307,-0.380073756
v1312,Agresion,5/8/2010,2010,39.47898102,-0.381044805
v1313,Agresion,5/8/2010,2010,39.45204926,-0.332556158
v1314,Sustraccion,5/8/2010,2010,39.47115326,-0.341809988
v1315,Agresion,5/8/2010,2010,39.48880005,-0.36951226
v1316,Agresion,5/8/2010,2010,39.44922638,-0.380295008
v1317,Sustraccion,5/8/2010,2010,39.46321487,-0.363709301
v1318,Agresion,5/8/2010,2010,39.47253418,-0.383159995
v1319,Agresion,5/8/2010,2010,39.48656464,-0.363469988
v132,Agresion,1/29/2010,2010,39.48100662,-0.389427185
v1320,Agresion,5/8/2010,2010,39.4621048,-0.339825124
v1321,Sustraccion,5/8/2010,2010,39.47384262,-0.384410381
v1322,Sustraccion,5/8/2010,2010,39.46277237,-0.363345265
v1323,Agresion,5/8/2010,2010,39.47969818,-0.362035722
v1324,Sustraccion,5/8/2010,2010,39.46737289,-0.378379554
v1325,Agresion,5/8/2010,2010,39.46606064,-0.383536249
v1326,Agresion,5/8/2010,2010,39.48273849,-0.392266005
v1327,Agresion,5/9/2010,2010,39.48834991,-0.368908942
v1328,Agresion,5/9/2010,2010,39.47413254,-0.356405884
v1329,Agresion,5/9/2010,2010,39.46554184,-0.379989982
v133,Agresion,1/30/2010,2010,39.48468018,-0.386819988
v1330,Agresion,5/9/2010,2010,39.50248337,-0.416797101
v1331,Agresion,5/9/2010,2010,39.49206161,-0.377045006
v1332,Agresion,5/9/2010,2010,39.46239471,-0.400675297
v1333,Agresion,5/9/2010,2010,39.49481583,-0.383838058
v1334,Sustraccion,5/9/2010,2010,39.48606873,-0.390478075
v1335,Sustraccion,5/9/2010,2010,39.48826218,-0.374297261
v1336,Agresion,5/9/2010,2010,39.49079132,-0.379650116
v1337,Agresion,5/9/2010,2010,39.46957016,-0.408480048
v1338,Agresion,5/9/2010,2010,39.48834991,-0.368908942
v1339,Agresion,5/9/2010,2010,39.48543167,-0.390013695
v134,Agresion,1/30/2010,2010,39.45491791,-0.377049387
v1340,Agresion,5/9/2010,2010,39.4597168,-0.373874992
v1341,Agresion,5/9/2010,2010,39.46196365,-0.396324992
v1342,Agresion,5/9/2010,2010,39.43862915,-0.331091404
v1343,Agresion,5/9/2010,2010,39.4561882,-0.391104996
v1344,Agresion,5/9/2010,2010,39.46996689,-0.359161764
v1345,Agresion,5/9/2010,2010,39.4597168,-0.373874992
v1346,Sustraccion,5/9/2010,2010,39.4597168,-0.373874992
v1347,Agresion,5/10/2010,2010,39.49079132,-0.379650116
v1348,Agresion,5/10/2010,2010,39.45333099,-0.366950005
v1349,Sustraccion,5/10/2010,2010,39.4863472,-0.364554644
v135,Agresion,1/30/2010,2010,39.45333099,-0.366950005
v1350,Agresion,5/10/2010,2010,39.46747208,-0.400637537
v1351,Agresion,5/10/2010,2010,39.45967484,-0.335565031
v1352,Agresion,5/10/2010,2010,39.49492645,-0.376535684
v1353,Agresion,5/10/2010,2010,39.46848297,-0.402044594
v1354,Agresion,5/10/2010,2010,39.46537018,-0.391535014
v1355,Agresion,5/10/2010,2010,39.46641159,-0.379444003
v1356,Agresion,5/10/2010,2010,39.46733856,-0.334306479
v1357,Agresion,5/10/2010,2010,39.46390533,-0.398319989
v1358,Agresion,5/10/2010,2010,39.49942017,-0.391384989
v1359,Agresion,5/10/2010,2010,39.46592712,-0.330641359
v136,Agresion,1/30/2010,2010,39.46574402,-0.381865025
v1360,Agresion,5/10/2010,2010,39.46434021,-0.388182253
v1361,Agresion,5/10/2010,2010,39.47092438,-0.389807612
v1362,Agresion,5/10/2010,2010,39.45867538,-0.376910001
v1363,Agresion,5/11/2010,2010,39.46193314,-0.366733909
v1364,Agresion,5/11/2010,2010,39.45389938,-0.403840005
v1365,Agresion,5/11/2010,2010,39.4779892,-0.332219988
v1366,Sustraccion,5/11/2010,2010,39.489254,-0.371642679
v1367,Agresion,5/11/2010,2010,39.46530151,-0.341665
v1368,Agresion,5/11/2010,2010,39.47235489,-0.355474651
v1369,Sustraccion,5/11/2010,2010,39.46002579,-0.372309238
v137,Sustraccion,1/30/2010,2010,39.47040558,-0.350400656
v1370,Sustraccion,5/11/2010,2010,39.47214508,-0.335323125
v1371,Agresion,5/11/2010,2010,39.49351883,-0.368975013
v1372,Sustraccion,5/11/2010,2010,39.49430466,-0.365069985
v1373,Agresion,5/11/2010,2010,39.49504471,-0.371244997
v1374,Agresion,5/11/2010,2010,39.48009491,-0.387676567
v1375,Agresion,5/11/2010,2010,39.47372055,-0.377464682
v1376,Agresion,5/11/2010,2010,39.48521042,-0.378609985
v1377,Agresion,5/12/2010,2010,39.4671669,-0.405295014
v1378,Agresion,5/12/2010,2010,39.45982361,-0.371707886
v1379,Agresion,5/12/2010,2010,39.50107574,-0.422484815
v138,Agresion,1/30/2010,2010,39.44522858,-0.390545011
v1380,Agresion,5/12/2010,2010,39.49168015,-0.395947814
v1381,Agresion,5/12/2010,2010,39.45665741,-0.374571949
v1382,Agresion,5/12/2010,2010,39.46795654,-0.393034667
v1383,Agresion,5/12/2010,2010,39.46130371,-0.3464531
v1384,Sustraccion,5/12/2010,2010,39.46177673,-0.371181816
v1385,Sustraccion,5/12/2010,2010,39.48121262,-0.397064894
v1386,Agresion,5/12/2010,2010,39.49168015,-0.395947814
v1387,Agresion,5/12/2010,2010,39.48854065,-0.383348018
v1388,Agresion,5/13/2010,2010,39.4863205,-0.372895002
